gene	call	pass_count	failed_gates	ms_genetic	cross_genetics	local_breadth	residual_or_perturbation	reachable_modality	not_blocked	direction_clear	strong_l2g_disease_count	strong_qtl_coloc_disease_count	ms_max_l2g_score	ms_max_relevant_qtl_h4	local_positive_disease_count	wave62_call	wave104_call	wave128_call	blocker_text
TNFRSF21	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TNIP3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality;direction_clear	False	False	True	False	False	True	False	0	0	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  |       
TNPO1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TOR3A	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TP63	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TPD52	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TPD52L3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TPGS1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TPRG1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TPT1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TRAF6	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TREX1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TRIM13	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0884092673659324	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TRIM49B	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TRIM51G	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |   
TRIM59	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TRIML2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0510327443480491	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TRMT11	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TRMT9B	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TRPM3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TSPAN33	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TTC21B	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TTC22	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.1850486546754837	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TTC33	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0791559293866157	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TTC36	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TTC8	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TTPAL	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TVP23A	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TXNDC2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TXNRD3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UBA3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UBE2L5	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UBE2U	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UBL3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UBLCP1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UCHL3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UFM1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.1585643887519836	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UGT1A10	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UGT1A4	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UGT1A5	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UGT1A7	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UGT1A8	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UGT1A9	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UGT3A1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UMOD	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UNC50	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UNK	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UQCR10	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
URAD	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
USO1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
USP12	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
USP15	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
USP24	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
USP45	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UTP11	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UTRN	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
VANGL2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
VAPA	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
VDAC1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
VGLL1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
VKORC1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
VPS13C	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
VSTM2B	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
WDR43	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
WDR59	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
WNT3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
WNT4	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
WTAP	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
YARS2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
YIPF2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
YIPF7	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
YPEL1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
YRDC	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
YY1AP1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZBTB41	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZBTB9	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZCWPW2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0754575505852699	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZEB1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZFAND5	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZFP42	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.4563679993152618	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZFYVE26	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
