gene	intervention_class	wave83_call	total_score	reachability_score	cross_autoimmune_score	ms_score	perturbation_response_score	safety_prior_penalty	hard_failures	accessible_uniprot	manual_closure_reason	manual_closure_source	chembl_activity_count	chembl_target_id	wave34a_target_class	wave34a_modality	positive_disease_count	positive_diseases	positive_fdr10_compartment_count	genetic_breadth_disease_count	genetic_breadth_diseases	qtl_breadth_disease_count	ms_genetic_score	ms_expr_delta	ms_expr_p	target_resolution_score	genetics_first_score	global_meta_score	model_support_contexts	model_strong_support_contexts	direct_selective	direct_selectivity_score	efferocytosis_screen_call	ibd_response_fdr10	wave68_call	l1000_wave24_call	wave39_call	wave62_call	wave34a_call	wave71_call	wave55_score	manual_prior_blocked	primary_route_note
ITGAM	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.9948091940011037	0.0	2.7	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	Sjogren syndrome	0.0	1.0	SLE	2.0	0.0	0.0	0.0789952352945762	1.9653946266740243	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			3.0	0	
ACOXL	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.9930752664804459	0.0	2.8	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	4.0	Crohn;Psoriasis;RA	0.0	0.0	0.0	1.0	1.2871684432029724	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
ANKS1A	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.9891239970922467	0.0	2.8	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	4.0	Celiac;RA;T1D	0.0	0.0	0.0	0.1303724441089457	1.2608266472816467	0.0	0.0	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			14.0	0	
MYL2	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.9877408981323241	0.0	2.8	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	4.0	T1D	0.0	0.0	0.0	1.0	1.251605987548828	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			14.0	0	
STMN3	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.9784970339808954	0.0	2.7	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	1.0		2.0	0.0	0.0	0.0249683155582191	1.8566468932059688	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0	
TCP11	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.9726251304149627	0.0	2.8	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	4.0	AS;T1D	0.0	0.0	0.0	1.0	1.1508342027664185	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			14.0	0	
NFKBIA	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.968093803765366	0.0	2.5999999999999996	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	3.0	Psoriasis	1.0	0.0	0.2903271300158536	0.3094393661733699	2.4539586917691087	0.0	0.0	0.0	0.0	0	-0.000407829735903	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
KAZN	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.9670899987220762	0.0	2.8	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	4.0	SLE	0.0	0.0	0.0	0.7956797331568054	1.1139333248138428	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			8.0	0	
DPEP2	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.9637080557739934	0.0	2.7	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	psoriasis	0.0	1.0	PBC	2.0	0.0	0.3814892807829233	0.3502983982421412	1.7580537051599556	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			5.0	0	
SGF29	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.9636662821488295	0.0	2.7	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	1.0	Crohn	2.0	0.0	0.0	0.6574310574496999	1.7577752143255283	0.0	0.0	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			3.0	0	
MMP13	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.9586235	1.5	0.0	0.0	0.5	0.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	-0.165506	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL	PARK_REVIEW				NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	0	insufficient_independent_convergence_after_guardrails
TNFSF4	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.9541114847975676	0.0	2.5999999999999996	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	3.0	Crohn;RA;SLE	1.0	0.0	0.6270848102626294	0.17928608394651	2.3607432319837858	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
SEC22B	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.946724443982907	0.0	2.7	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	Crohn disease	0.0	1.0	Crohn	2.0	0.0	0.0580508801588983	0.820880836383959	1.6448296265527125	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			3.0	0	
TUFM	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.937818769060991	0.0	2.7	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	psoriasis	0.0	1.0	UC	2.0	0.0	0.0	0.0386078017756102	1.5854584604066064	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			3.0	0	
SGSH	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.9015275691117934	0.0	2.7	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	psoriasis	0.0	1.0	Psoriasis	2.0	0.0	0.0623567325087499	0.8545150537265981	1.3435171274119546	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			3.0	0	
GAA	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.884652	1.5	0.0	0.0	0.5	0.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	0.0		0.0	0.0	0.0731313519578922	0.6196391916792721	0.0	0.0	-0.461392	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL	PARK_REVIEW				NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	0	insufficient_independent_convergence_after_guardrails
PCDH20	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.8808187931776046	0.0	2.8	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	4.0	Celiac	0.0	0.0	0.9088155439513113	0.416885784206673	0.5387919545173645	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			10.0	0	
PXT1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.8757518887519837	0.0	0.7	2.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	1.0	MS	0.0	0.6716792583465576	0.0	1.0	1.1716792583465576	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0	
MAP2K1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.8597705	0.5	1.0	0.0	0.5	0.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	0.0		0.0	0.0	0.0943736157519641	0.6015578023313096	0.0	0.0	-0.560918	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL	PARK_REVIEW				NO_REOPEN_INSUFFICIENT_CONVERGENCE	1.0	0	insufficient_independent_convergence_after_guardrails
CIMAP2	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.8288430571556091	0.0	0.7	2.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	1.0	MS	0.0	0.8589537143707275	0.0	1.0	0.8589537143707275	0.0	0.0	0.0	0.0	0	0.0		0				NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0	
GDF10	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.8266938924789429	0.0	0.7	2.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	1.0	MS	0.0	0.8446259498596191	0.0	1.0	0.8446259498596191	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0	
GPSM1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.7563297463155698	0.0	2.4	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	2.0	Crohn;UC	2.0	0.0	0.2416487503635318	0.4159661376938742	2.3755316421037995	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			6.0	0	
POU2AF1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.7527538889984076	0.0	2.4	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	2.0	PBC	2.0	0.0	0.579205033727445	0.5242450039202063	2.3516925933227184	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			6.0	0	
LGALS9	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.7501101991924437	0.0	3.5	0.0	0.0	2.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	0			0.0				2.0	type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		3.0	0.0	0.2021351296490117	0.5166688988096573	1.6674013279496256	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			2.0	1	
CCDC116	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.7488235794475218	0.0	2.5	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	0.0		5.0	0.0	0.0	0.283203285606105	1.65882386298348	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0	
PRXL2B	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.7437575497578184	0.0	2.5	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	0.0		3.0	0.1307160258293151	0.0	1.0	1.6250503317187883	0.0	0.0	0.0	0.0	0	0.0		0				NO_GO_WAVE62_TARGET_RESOLUTION			1.0	0	
AHNAK2	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.7299228689662143	0.0	2.4	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	2.0	SLE	2.0	0.0	0.0	0.1237679593861909	2.199485793108096	0.0	0.0	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			6.0	0	
CAMK2G	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.7273690599753446	0.0	2.4	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	2.0	Psoriasis	2.0	0.0	0.1896839494675575	0.2241300788935251	2.182460399835631	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			6.0	0	
PPIL2	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.7196475319145659	0.0	2.5	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	0.0		3.0	0.0	0.0	0.2633195913637639	1.4643168794304378	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0	
DDX6	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.6860289124572199	0.0	2.4	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	2.0	Celiac;PBC	2.0	0.0	0.1385564834824482	0.2641465866191401	1.9068594163814665	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			4.0	0	
C2	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.6166375000000004	0.0	3.7	0.0	0.0	2.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	1.0	T1D	0.0	0.0	0.0287349389096647	0.9585652409943656	0.0	0.0	-0.33345	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL					NO_REOPEN_INSUFFICIENT_CONVERGENCE	7.0	1	insufficient_independent_convergence_after_guardrails
TAF11	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.609437186894719	0.0	2.4	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	2.0	SLE;T1D	2.0	0.0	0.0376081909597623	0.8745831571497314	1.3962479126314609	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			4.0	0	
KIF11	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.5999999999999996	0.5	3.0999999999999996	0.0	0.0	2.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	3.0	AS;Psoriasis;UC	0.0	0.0	0.0	0.3855209019669822	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL	NO_GO					9.0	1	
HTR1B	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.59810125	0.5	0.7	0.0	0.5	0.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	1.0	UC	0.0	0.0	0.8307689938624501	0.4620503384916795	0.0	0.0	-0.407595	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL	PARK_REVIEW				NO_REOPEN_INSUFFICIENT_CONVERGENCE	2.0	0	insufficient_independent_convergence_after_guardrails
SOX5	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.5918065458536148	0.0	2.4	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	2.0	SLE;Sjogren	0.0	0.0	0.0	0.3549182803114565	1.2787103056907654	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			5.0	0	
SEMA6A	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.519518259167671	0.0	2.4	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	Crohn disease	0.0	2.0	SLE;Sjogren	0.0	0.0	0.0	0.6232336102805488	0.7967883944511414	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			5.0	0	
PRKN	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.5127770900726318	0.0	2.4	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	2.0	SLE;Sjogren	0.0	0.0	0.0	1.0	0.7518472671508789	0.0	0.0	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			5.0	0	
PKP2	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.510669919848442	0.0	2.4	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	Crohn disease	0.0	2.0	SLE;Sjogren	0.0	0.0	0.0	0.1170852995562999	0.7377994656562805	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			5.0	0	
INTS4	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.5076819032430646	0.0	2.4	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	2.0	Celiac;SLE	0.0	0.0	0.0	0.2168311784480093	0.7178793549537659	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			7.0	0	
ORMDL3	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.4648849810349933	0.0	2.2	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	1.0	T1D	3.0	0.0	0.2331108638587888	0.2053851629357563	1.7658998735666218	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			2.0	0	
IP6K3	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.4321706552567965	0.0	2.0999999999999996	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	3.0	Celiac;RA	0.0	0.0	0.0	1.0	2.214471035045314	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			10.0	0	
MYD88	receptor_or_ligand_axis	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.375924	0.0	4.0	0.0	0.0	2.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	0			0.0				4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.0319927545594391	0.0	0.0	-2.496304	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	4.0	1	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route
C1ORF141	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.3451861648568526	0.0	2.0999999999999996	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	3.0	Crohn;Psoriasis;RA	0.0	0.0	0.0	1.0	1.6345744323790194	0.0	0.0	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
ADCY7	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.3146096497774122	0.0	2.0999999999999996	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	3.0	Crohn;UC	0.0	0.0	0.0	0.8682160483515263	1.4307309985160828	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
SLC7A10	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.3051443040370936	0.0	2.0999999999999996	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	3.0	Crohn;UC	0.0	0.0	0.0	0.4449587946477348	1.3676286935806274	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			10.0	0	
GLIS3	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.3026211768388745	0.0	2.0999999999999996	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	3.0	T1D	0.0	0.0	0.0	0.3530464176616367	1.3508078455924988	0.0	0.0	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
TEAD3	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.2943996161222455	0.0	2.0999999999999996	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	3.0	AS;RA	0.0	0.0	0.0	0.4959851596971016	1.295997440814972	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			8.0	0	
ABR	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.2770984470844264	0.0	2.0999999999999996	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	3.0	SLE;Sjogren	0.0	0.0	0.0	0.7945867770228046	1.1806563138961792	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			8.0	0	
LYN	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	1.2750000000000004	0.0	3.0	0.0	2.0	3.0	weak_reachability;no_strong_ms_anchor;manual_or_prior_blocker;prior_branch_closed:src_family_kinase_safety_direction_conflict	0	src_family_kinase_safety_direction_conflict	wave82 closure	0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	0.0		0.0	0.0	0.1003572031246236	0.4510979646191576	0.0	0.0	-2.9	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL					NO_REOPEN_INSUFFICIENT_CONVERGENCE	3.0	1	insufficient_independent_convergence_after_guardrails
