candidate	source	mechanism	modality	source_call	base_score	support_summary	recommended_next_test	has_concrete_next_test	closure_reason	closed_or_blocked	no_go_source	concrete_bonus	closure_penalty	no_go_penalty	rerank_score
PARK7_RESIDUAL_ROUTE	wave110	no local MS anchor, generic stress biology, and target-resolution artifacts do not support a disease-specific intervention	small-molecule DJ-1/PARK7 modulators exist as a broad stress-biology concept, but no local autoimmune/MS route is resolved	PARK_ROUTE_POSSIBLE_BUT_EVIDENCE_INCOMPLETE	1.845	reachable=1;prior=1;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=1;specificity=0	MS anchor and perturbation direction test in myeloid lipid-stress datasets; kill if PARK7 remains generic stress biology.	True	PARK7:wave117_generic_stress_route_failed	True	False	0.5	-5.0	0.0	-2.6550000000000002
SPNS1_TARGETABILITY	wave83	SPNS1 targetability shortlist route	lysosomal_transporter_no_chemical_matter	NO_GO_INTERVENTION_CLASS_META_RANK	3.7	gate_count=3.0; ra_p=0.1604008559273745; ibd_p=0.3071372858589968	insufficient target-level convergence after strict gates	True	SPNS1:wave115_no_controller_route	True	True	0.5	-5.0	-2.0	-2.8
EFR3A	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.1500000000000004	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=1.0;modality=0;prior=1		False	EFR3A:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.8499999999999996
IGLON5	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.1500000000000004	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=1.0;modality=0;prior=1		False	IGLON5:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.8499999999999996
MAN1A2	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.1500000000000004	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=1.0;modality=0;prior=1		False	MAN1A2:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.8499999999999996
MREG	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.1500000000000004	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=1.0;modality=0;prior=1		False	MREG:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.8499999999999996
PLIN4	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.1500000000000004	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=1.0;modality=0;prior=1		False	PLIN4:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.8499999999999996
SLC39A3	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.1500000000000004	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=1.0;modality=0;prior=1		False	SLC39A3:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.8499999999999996
YWHAE	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.1500000000000004	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=1.0;modality=0;prior=1		False	YWHAE:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.8499999999999996
P2RX7_purinergic_inflammasome	wave110	P2RX7_purinergic_inflammasome	small molecule or receptor/enzyme modulation	PARK_ORTHOGONAL_BIOCHEMICAL_SCOUT	3.085	reachable=1;prior=1;safety=1;response=1;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False	P2RX7:wave114_no_target_specificity	True	False	-1.0	-5.0	0.0	-2.915
EPHX2_sEH_oxylipin_diol	wave110	EPHX2_sEH_oxylipin_diol	small molecule or receptor/enzyme modulation	PARK_ORTHOGONAL_BIOCHEMICAL_SCOUT	3.0249999999999995	reachable=1;prior=1;safety=1;response=1;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False	EPHX2:wave120_no_target_pd_coherence	True	False	-1.0	-5.0	0.0	-2.9750000000000005
ABTB2	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.0	score=5.0;direct=1;foundation=0;ms=0;genetics=0;broad=2.0;modality=0;prior=1		False	ABTB2:wave116_selected_but_no_concrete_test_no_ms_no_fdr	True	False	-1.0	-5.0	0.0	-3.0
PSAP_RESIDUAL_ROUTE	wave83	no genetics/modality channel in Wave81, weak cross-autoimmune recurrence, and no resolved intervention biomarker	protein/peptide or lysosomal-lipid support is conceivable, but not supported by the local cross-autoimmune evidence	NO_GO_INTERVENTION_CLASS_META_RANK	3.5	route_score=2.0	no_reachable_modality;no_genetic_target_resolution;insufficient_cross_disease_breadth;no_fdr_response_support	True	PSAP:wave113_no_recurrence	True	True	0.5	-5.0	-2.0	-3.0
MFGE8_DEBRIS_OPSONIN	wave83	MFGE8 bridging of apoptotic or myelin debris to phagocytes	secreted recombinant protein or engineered local biologic	NO_GO_INTERVENTION_CLASS_META_RANK	3.4	cross_domain_mechanistic_anchor=remyelination_hits=62; autoimmunity_hits=294; local_cross_autoimmune_cell_state=positive=1.0; negative=0.0; diseases=type 1 diabetes mellitus; strict_ms_anchor=delta=0.5586776922734735; p=0.0686336045013876; fdr=0.8989378106274888; efferocytosis_screen_support=lfc=0.1589236226146265; fdr=1.0; call=UNRESOLVED; tractable_modality=secreted_opsonin=True; chembl_activity_rows=0; trials=5; safety_bystander_phagocytosis_resolved=phagoptosis_query_hits=39; novelty_prior_art_unblocked=clinical_trial_hits=5; direct_therapeutic_trial=False; direct patents searched separately; promotion_grade_package=local_and_screen_support_weak	cross-autoimmune/MS/efferocytosis/safety gates fail	True	MFGE8:wave108_109_no_strict_safety_window	True	True	0.5	-5.0	-2.0	-3.1
HLA-DRA	wave91	hla_ii_apc;ifn_apc;mif_cd74_receptor_state		PARK_RESPONSE_DIRECTIONS_WEAK_OR_UNDERPOWERED	3.0	ibd=NONRESPONSE_HIGH_WEAK; ra=INSUFFICIENT; ms=MS_WM_NULL_OR_WEAK; wave62=nan	NO_GO_BROAD_MHC_CLASS_II	True	HLA-DRA:broad_mhc_class_ii_host_defense_no_selective_route	True	True	0.5	-5.0	-2.0	-3.5
FPR2_ANXA1_BIASED_RESOLUTION	wave110	FPR2/ALX biased agonism or ANXA1-mimetic resolution signaling	small molecule or peptide biased agonist; pro-resolution biologic	REOPEN_WITH_WETLAB_TEST_ONLY_NOT_V3_PROMOTION	2.5650000000000004	reachable=1;prior=1;safety=1;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0	Cross-disease response-state test of ANXA1/FPR2 ligand-receptor module with MS lesion anchor; kill if no MS/resolution-state support.	True	FPR2:wave121_wetlab_only_route_closed;ANXA1:wave121_wetlab_only_route_closed;FPR2_ANXA1_BIASED_RESOLUTION:wave121_wetlab_only_route_closed	True	True	0.5	-5.0	-2.0	-3.9349999999999996
P2RX7_PURINERGIC_STRATIFICATION	wave110	P2RX7/NLRP3/IL1B purine-danger module	P2RX7 antagonist or purine-high biomarker stratification	PARK_P2RX7_STRATIFICATION_NEEDS_TARGET_LEVEL_DATA	0.2550000000000001	reachable=1;prior=1;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0	Target-level P2RX7 expression/genetics plus inflammasome-high subgroup test; kill if P2RX7 is not the subgroup driver.	True	P2RX7:wave114_no_target_specificity;IL1B:prior_art_crowded	True	False	0.5	-5.0	0.0	-4.245
PSAP_LYSOSOMAL_SPHINGOLIPID	wave83	PSAP lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_INTERVENTION_CLASS_META_RANK	2.0	gate_pass=1/10	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking	True	PSAP:wave113_no_recurrence	True	True	0.5	-5.0	-2.0	-4.5
CD58_CD2_AXIS	wave110	CD58-CD2 interaction/state marker	biologic or fusion protein precedent	PARK_CD58_CD2_AXIS_PRIOR_ART_OR_IBD_LIMITED	0.9299999999999996	reachable=1;prior=0;safety=0;response=1;direct=0;foundation=0;ms=1;genetics=1;specificity=0		False	CD58:prior_art_direction_conflict	True	False	-1.0	-5.0	0.0	-5.07
MFGE8	wave95	Mechanistically clean debris-opsonin assay concept, but local MS/cross-disease support and bystander-phagocytosis safety are weak.	close_efferocytosis_prior_art_safety_unresolved	PARK_WETLAB_KILL_TEST_ONLY	-1.0		route can only be reopened by target-specific wet-lab perturbation/safety test	True	MFGE8:wave108_109_no_strict_safety_window	True	False	0.5	-5.0	0.0	-5.5
EPHX2_SEH_OXYLIPIN_RATIO	wave110	soluble epoxide hydrolase inhibition to preserve epoxy-fatty acids	small-molecule EPHX2/sEH inhibitor	NO_GO	2.3249999999999993	reachable=1;prior=1;safety=1;response=1;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False	EPHX2:wave120_no_target_pd_coherence	True	True	-1.0	-5.0	-2.0	-5.675000000000001
FXYD5	wave95	Only a non-depleting, barrier-preserving perturbation kill test could reopen this route.	novelty_not_blocked_safety_modality_unresolved	PARK_WETLAB_KILL_TEST_ONLY	-2.0	IBD_external_antitnf:g=-0.783,p=0.014,nonctx=4,respctx=0; RA_GSE198520_baseline_synovium:g=0.809,p=0.0197,nonctx=0,respctx=1; psoriasis_GSE85034_baseline_skin:g=0.35,p=0.491,nonctx=0,respctx=1	route can only be reopened by target-specific wet-lab perturbation/safety test	True	FXYD5:wave102_no_target_specific_evidence	True	False	0.5	-5.0	0.0	-6.5
FPR2_ANXA1_BIASED_RESOLUTION	wave95	FPR2/ANXA1 biased pro-resolution GPCR signaling	NOT_BLOCKED_BUT_IMMATURE	PARK_WETLAB_KILL_TEST_ONLY	-2.0		route can only be reopened by target-specific wet-lab perturbation/safety test	True	FPR2:wave121_wetlab_only_route_closed;ANXA1:wave121_wetlab_only_route_closed;FPR2_ANXA1_BIASED_RESOLUTION:wave121_wetlab_only_route_closed	True	False	0.5	-5.0	0.0	-6.5
CD300_RECEPTOR_SPECIFIC_TUNING	wave95	CD300 receptor-specific lipid/efferocytosis checkpoint tuning	NOT_BLOCKED_BUT_DIRECTION_AMBIGUOUS	PARK_WETLAB_KILL_TEST_ONLY	-2.0		route can only be reopened by target-specific wet-lab perturbation/safety test	True	CD300:wave121_wetlab_only_route_closed;CD300_RECEPTOR_SPECIFIC_TUNING:wave121_wetlab_only_route_closed	True	False	0.5	-5.0	0.0	-6.5
SPP1	wave91	lipid_loader_repair		NO_GO_NO_MS_WHITE_MATTER_SINGLE_GENE_ANCHOR	0.0	ibd=NONRESPONSE_HIGH_NOMINAL; ra=NO_SUPPORT; ms=MS_WM_NULL_OR_WEAK; wave62=nan	NO_GO_OSTEOPONTIN_CD44_PRIOR_ART_AND_WEAK_SINGLE_GENE_MS	True	SPP1:osteopontin_cd44_prior_art_and_broad_biology	True	True	0.5	-5.0	-2.0	-6.5
CD58	wave95	CD2/CD58 biology strong, but alefacept/CD2-CD58 autoimmune prior art and MS protective-CD58 direction conflict block promotion.	blocked_generic_autoimmune_intervention	NO_GO_PRIOR_ART_OR_SAFETY_BLOCKED	-1.0		prior-art/safety gate blocks therapeutic promotion	True	CD58:prior_art_direction_conflict	True	True	0.5	-5.0	-2.0	-7.5
CD82	wave95	Accessible tetraspanin marker; direction and target engagement are not interpretable enough for standalone promotion.	direction_actionability_blocked	NO_GO_MARKER_WITHOUT_RESIDUAL_OR_PERTURBATION_SUPPORT	-1.0	IBD_external_antitnf:g=-1.08,p=5.87e-05,nonctx=4,respctx=0; RA_GSE198520_baseline_synovium:g=-0.169,p=0.603,nonctx=1,respctx=0; psoriasis_GSE85034_baseline_skin:g=-0.797,p=0.146,nonctx=1,respctx=0	expression/response signal lacks residualized controller evidence and validated perturbation direction	True	CD82:wave107_niche_biomarker_only	True	True	0.5	-5.0	-2.0	-7.5
SEL1L3	wave95	Expression survivor without a target mechanism or selective modality.	undercharacterized_no_intervention_package	NO_GO_MARKER_WITHOUT_RESIDUAL_OR_PERTURBATION_SUPPORT	-2.0	IBD_external_antitnf:g=-0.288,p=0.128,nonctx=3,respctx=1; RA_GSE198520_baseline_synovium:g=-0.604,p=0.0731,nonctx=1,respctx=0; psoriasis_GSE85034_baseline_skin:g=-0.0574,p=0.923,nonctx=1,respctx=0	expression/response signal lacks residualized controller evidence and validated perturbation direction	True	SEL1L3:wave102_no_target_specific_evidence	True	True	0.5	-5.0	-2.0	-8.5
P2RX7	wave95	Broad antagonist route is blocked by RA/Crohn clinical trials and MS patent precedent; subgroup-only comparator.	blocked_broad_p2x7_autoimmune_ms	NO_GO_PRIOR_ART_OR_SAFETY_BLOCKED	-2.0		prior-art/safety gate blocks therapeutic promotion	True	P2RX7:wave114_no_target_specificity	True	True	0.5	-5.0	-2.0	-8.5
SEL1L3_TARGETABILITY	wave110	SEL1L3 targetability shortlist route	undercharacterized_membrane_marker	NO_GO_TARGETABILITY_SHORTLIST_NODE	-0.8950000000000002	reachable=0;prior=0;safety=1;response=0;direct=0;foundation=0;ms=1;genetics=0;specificity=0		False	SEL1L3:wave102_no_target_specific_evidence	True	True	-1.0	-5.0	-2.0	-8.895
P4HB_TARGETABILITY	wave110	P4HB targetability shortlist route	chembl_enzyme_but_broad_er_redox	NO_GO_TARGETABILITY_SHORTLIST_NODE	-1.0349999999999997	reachable=1;prior=0;safety=1;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False	P4HB:generic_er_pdi_toxicity	True	True	-1.0	-5.0	-2.0	-9.035
P4HB	wave95	Druggable-looking but lacks MS anchor and state-specific mechanism.	nonspecific_redox_er_biology	NO_GO_MARKER_WITHOUT_RESIDUAL_OR_PERTURBATION_SUPPORT	-3.0		expression/response signal lacks residualized controller evidence and validated perturbation direction	True	P4HB:generic_er_pdi_toxicity	True	True	0.5	-5.0	-2.0	-9.5
DAB2_RESIDUAL_ROUTE	wave110	no genetics, no broad recurrence, no surface/secreted route, and no target chemistry in local artifacts	none mature; intracellular adaptor/endocytic protein	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-1.85	reachable=0;prior=0;safety=0;response=0;direct=1;foundation=0;ms=1;genetics=0;specificity=0		False	DAB2:wave118_directionality_modality_failed	True	True	-1.0	-5.0	-2.0	-9.85
CD9_RESIDUAL_ROUTE	wave110	tetraspanin pleiotropy, no genetics, no cross-disease breadth in Wave81, and prior Wave71 flags disease-state direction conflict	antibody or tetraspanin-targeted biologic is technically possible but biologically broad	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-1.85	reachable=0;prior=0;safety=0;response=0;direct=1;foundation=0;ms=1;genetics=0;specificity=0		False	CD9:wave118_directionality_modality_failed	True	True	-1.0	-5.0	-2.0	-9.85
PSAP_RESIDUAL_ROUTE	wave110	no genetics/modality channel in Wave81, weak cross-autoimmune recurrence, and no resolved intervention biomarker	protein/peptide or lysosomal-lipid support is conceivable, but not supported by the local cross-autoimmune evidence	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-1.925	reachable=0;prior=0;safety=0;response=0;direct=0;foundation=1;ms=1;genetics=0;specificity=0		False	PSAP:wave113_no_recurrence	True	True	-1.0	-5.0	-2.0	-9.925
GPR183_oxysterol_gradient	wave110	GPR183_oxysterol_gradient	small molecule or receptor/enzyme modulation	NO_GO_WAVE72	-2.28	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=1;specificity=0		False	GPR183:wave112_no_compartment_coherence	True	True	-1.0	-5.0	-2.0	-10.28
SPNS1_TARGETABILITY	wave110	SPNS1 targetability shortlist route	lysosomal_transporter_no_chemical_matter	NO_GO_TARGETABILITY_SHORTLIST_NODE	-2.345	reachable=0;prior=0;safety=1;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False	SPNS1:wave115_no_controller_route	True	True	-1.0	-5.0	-2.0	-10.345
LRRC61_RESIDUAL_ROUTE	wave110	broad expression recurrence without MS anchor or druggability; prior Wave71 flags too few guides and no ChEMBL route	none credible from local artifacts	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-3.085	reachable=0;prior=0;safety=0;response=0;direct=1;foundation=0;ms=0;genetics=0;specificity=0		False	LRRC61:prefilter_no_ms_no_genetics_no_modality_two_guides	True	True	-1.0	-5.0	-2.0	-11.085
FAM49B_RESIDUAL_ROUTE	wave110	no MS anchor, no chemistry, no target-resolution genetics, and screen FDR did not validate in prior Wave71 notes	none mature; intracellular actin/Rac regulatory biology	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-3.1450000000000005	reachable=0;prior=0;safety=0;response=0;direct=1;foundation=0;ms=0;genetics=0;specificity=0		False	FAM49B:wave119_remaining_wave110_prefilter_failed	True	True	-1.0	-5.0	-2.0	-11.145
PSAP_LYSOSOMAL_SPHINGOLIPID	wave110	PSAP lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	-3.1500000000000004	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False	PSAP:wave113_no_recurrence	True	True	-1.0	-5.0	-2.0	-11.15
LYN_RESIDUAL_ROUTE	wave110	SRC-family broad selectivity/safety liability, no MS anchor, and no target-resolved genetics in Wave81	kinase inhibitors exist for SRC-family biology, but not with LYN-selective autoimmune-myeloid specificity here	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-3.22	reachable=0;prior=0;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=0;specificity=0		False	LYN:wave119_remaining_wave110_prefilter_failed	True	True	-1.0	-5.0	-2.0	-11.22
