gene	wave81_call	score	direct_perturbation	direct_table_presence	direct_perturbation_detail	foundation_model_support	foundation_table_presence	foundation_model_detail	ms_anchor	genetics_or_target_resolution	broad_positive_disease_count	broad_positive_diseases	ibd_response_nominal	ibd_response_fdr10	modality_channel	prior_not_blocked	blocker	sources	wave62_call	ms_delta_log2	ms_p	wave71_call	decision_reason
PRKDC	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	1		0	0	1	Crohn disease	0	0	0	1		wave69d_geneformer		0.0072837796036271	0.9689508155504596		candidate lacks direct perturbation or model support
PROS1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	1		0	0	0		0	0	0	1		wave70c_geneformer		-0.2744612083561524	0.277280176205179	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
RAP1GAP	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	type 1 diabetes mellitus	0	0	0	1		wave15_direct_perturbation		1.5508246128614245	0.120484603159065		candidate lacks direct perturbation or model support
RAPGEF1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		0.2020602008985328	0.4478000122886101		candidate lacks direct perturbation or model support
RARRES3	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		-0.1617644455231666	0.6047244082005276		candidate lacks direct perturbation or model support
REPIN1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	psoriasis	0	0	0	1		wave15_direct_perturbation		-0.0895199254912526	0.4669043980906172		candidate lacks direct perturbation or model support
RNF114	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	2	Crohn disease;ulcerative colitis	0	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	0.0255523480037602	0.9159266322384516		candidate lacks direct perturbation or model support
RNF14	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	type 1 diabetes mellitus	0	0	0	1		wave15_direct_perturbation		-0.5227691977603879	0.2272307661272473		candidate lacks direct perturbation or model support
RUNX1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	2	Crohn disease;ulcerative colitis	0	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-0.4044088648372987	0.0108331283041592		candidate lacks direct perturbation or model support
SH2D1B	NO_GO_NO_PERTURBATION_SUPPORT	2	0	0		0	1		0	0	0		0	0	0	1		wave70c_geneformer				NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
SMPD1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	1		0	0	1	Sjogren syndrome	0	0	0	1		wave57_geneformer		-0.0668468634811532	0.8164640687512335		candidate lacks direct perturbation or model support
SOX2	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	Crohn disease	0	0	0	1		wave15_direct_perturbation		-0.1879901948708697	0.7658907498413144		candidate lacks direct perturbation or model support
STAT5A	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	Crohn disease	0	0	0	1		wave15_direct_perturbation		0.0433370143865445	0.688333952928131		candidate lacks direct perturbation or model support
TAPBPL	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	psoriasis	0	0	0	1		wave15_direct_perturbation		-0.6998710886379609	0.2029568122177995		candidate lacks direct perturbation or model support
TRAF2	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		-0.0564099476445365	0.859096591005766		candidate lacks direct perturbation or model support
TRAF3	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		0.0134360980412804	0.9462497901456196		candidate lacks direct perturbation or model support
TYRO3	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	1		0	0	0		0	0	0	1		wave70c_geneformer	NO_GO_WAVE62_TARGET_RESOLUTION	-0.5221106413811212	0.5805546499427854	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
UBA7	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	type 1 diabetes mellitus	0	0	0	1		wave15_direct_perturbation		-0.4979730084789668	0.2007142515955354		candidate lacks direct perturbation or model support
ZC3H3	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		-0.2994467503114535	0.3232569316686181		candidate lacks direct perturbation or model support
ZFP36	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	type 1 diabetes mellitus	0	0	0	1		wave15_direct_perturbation		-0.0829820599449746	0.7811125274181416		candidate lacks direct perturbation or model support
ZNF22	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	ulcerative colitis	0	0	0	1		wave15_direct_perturbation		0.1093834014562986	0.5453278750433151		candidate lacks direct perturbation or model support
ZNF267	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	Crohn disease	0	0	0	1		wave15_direct_perturbation		-0.3293744245070495	0.2364296562491086		candidate lacks direct perturbation or model support
ZNFX1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	Crohn disease	0	0	0	1		wave15_direct_perturbation		-0.0351199376286945	0.8865422410809203		candidate lacks direct perturbation or model support
