gene	disease	dataset	channel	comparison	effect	p	quality	score	limitation	axis	positive_nominal	negative_nominal
AFDN	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0052160784771099	0.949450016966948	0.9	0.45404564036488015	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
AFDN	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0228527727485189	0.683480902201426	0.8	0.42041114752302805	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
IGHG1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-5.15675578142653	0.950388155760148	0.9	-1.8066296954210055	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
IGHG1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.140166822315125	0.944182513250483	0.8	-0.45796275392734126	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
VANGL2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0151632795215144	0.949020700759407	0.35	-0.1783264165248883	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
VANGL2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0593226863297844	1.0	0.8	0.4237290745319138	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PAFAH1B1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0044945339031269	0.952635659652126	0.9	0.45361013124111565	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PAFAH1B1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.761106660583472	0.0144328239388418	0.8	-0.9205479082991435	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
RAB39B	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0056606789402317	0.952736862618376	0.9	0.4541332598967538	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RAB39B	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0597801322615188	0.833634883024682	0.8	-0.42949526578657404	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
BAG6	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.003582605149593	0.95345140149053	0.9	0.45317034258889843	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
BAG6	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0493902523052321	0.918812683274642	0.8	-0.4223287173954844	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
IGSF21	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0084050122661119	0.955321353263492	0.9	0.45528355741866827	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
IGSF21	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-2.25282539777053	0.0059215370241487	0.8	-1.784188945734168	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
PPP1CA	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0050448800651973	0.955129069043253	0.9	-0.4537730851511248	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PPP1CA	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.264707396171235	0.610298655976554	0.8	0.5239646981861095	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
EIF3D	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0024139462605898	0.955721132366268	0.9	0.4525649976020203	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
EIF3D	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.407444469331751	0.22127181567247	0.8	-0.6244431302812676	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TBCD	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0058239115612344	0.956729497845288	0.9	0.45406996404423244	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TBCD	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0952350249139069	0.262192602406773	0.8	-0.480543827515081	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SPCS3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0284829516661048	0.957797421749647	0.35	0.18054625830729548	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SPCS3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.413805763309933	0.262192602406773	0.8	-0.6203194907113576	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ZFR	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0231233480215588	0.95778582226455	0.9	-0.46184286159610666	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ZFR	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0251592583200376	0.358951435852626	0.8	-0.44047432179386703	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
EEF1A2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0071852376493478	0.958403374718222	0.9	-0.45462717534142283	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
EEF1A2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.164632737996914	0.55361699196578	0.8	0.48579087695967427	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PSMB1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0034395499561692	0.958404562391758	0.9	0.4529363918133818	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PSMB1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.182402347377236	0.683480902201426	0.8	0.48598893304951024	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
YLPM1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0074375610568819	0.960407733233675	0.9	0.45467251538818493	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
YLPM1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.666811970205982	0.0831311427008039	0.8	-0.7867615021978636	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
NAA15	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0589302784157408	0.961354697495035	0.9	-0.47787800166396	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
NAA15	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.645321624404023	0.102917539402853	0.8	-0.7664468200139443	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ATP6V1G2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0056003286250909	0.961110230516659	0.9	-0.45381939355330614	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ATP6V1G2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.51105564916024	0.185143724157873	0.8	0.6782112377052782	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SRP9	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0057544514129728	0.960736475726042	0.9	-0.4539016898762616	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SRP9	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.257763396610184	0.540817904242618	0.8	-0.5254892656046409	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
COQ7	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0039091797714221	0.962085986341557	0.9	0.45302301073164686	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
COQ7	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.133168451710086	1.0	0.8	-0.4532673806840344	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CD58	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0049269771958531	0.962470631739991	0.9	-0.4534692169554258	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CD58	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.36739130847027	0.262192602406773	0.8	-0.5999547477353642	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CHDH	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.126048715449799	0.962846000075076	0.9	-0.5081106076888434	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CHDH	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.129053595921472	0.475532659596901	0.8	0.47592015083896705	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SERPINB9	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0081838489168241	0.963828130185319	0.35	0.1769026711945358	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SERPINB9	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-2.11645965222471	0.0059215370241487	0.8	-1.709391738375172	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
PACS2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0037213512462639	0.963640496741735	0.9	0.4528854691822753	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PACS2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-1.19456251586232	0.0108269212771313	0.8	-1.1653851195550156	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
ZC3HAV1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.15324097757093	0.964183100207384	0.9	-0.520328532130136	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ZC3HAV1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0878690699185217	0.126278928554698	0.8	-0.5003232500107148	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
HDHD3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0773116593905431	0.964423430485465	0.9	0.4860613867150154	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
HDHD3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.264024139217699	0.683480902201426	0.8	0.5195369783643089	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
RPLP2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0315324835278379	0.964765747424372	0.9	-0.46539481815102873	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RPLP2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	1.12048656317671	0.0144328239388418	0.8	1.1083993457057508	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
RABGGTB	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0044548139979071	0.96590115487899	0.9	0.45313974905551085	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RABGGTB	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.7573867826149	0.0665457213437161	0.8	-0.8408369207653039	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
RTKN	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0106940178337673	0.965877952750648	0.9	0.4559552321833237	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RTKN	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.131974026315228	0.475532659596901	0.8	-0.477151174484374	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
RPN1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.020848801987766	0.965844240888331	0.9	0.46053752897762124	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RPN1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.197668270571564	0.918812683274642	0.8	-0.48200343338870055	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
GON7	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0026823526605961	0.967380396794584	0.9	-0.45229015999701006	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
GON7	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.674819286652386	0.0831311427008039	0.8	0.7905410816756663	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TLN2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0020909953995678	0.968110870620857	0.9	-0.4519987729683439	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TLN2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-2.56856398728578	0.0059215370241487	0.8	-1.9573729418813066	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
FARSA	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0026733695088855	0.968679227342001	0.9	-0.45224228822733653	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
FARSA	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.407934294476167	0.185143724157873	0.8	0.6319269981850477	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TMEM126A	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0031113538403687	0.967968962676805	0.9	-0.45246380107354484	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TMEM126A	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.185136583881489	0.918812683274642	0.8	-0.4769600368496196	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CIRBP	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0487953917315365	0.968725818785095	0.9	0.4730433606946948	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CIRBP	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0216174018174612	1.0	0.8	-0.40864696072698453	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
GGA1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.002832411932708	0.970256148545044	0.9	-0.45226089083581006	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
GGA1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.618627839500917	0.153576396549984	0.8	0.7352536597922135	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PKN1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0152218910642085	0.969970549729282	0.9	0.4578580768434546	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PKN1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.366011833818161	0.358951435852626	0.8	-0.5869265006194897	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SNRPA	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0301127236701649	0.970165771226768	0.9	-0.4645669873720727	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SNRPA	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0587011581066816	1.0	0.8	0.4234804632426727	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
FSCN1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0038702654502225	0.979634742861193	0.9	-0.4524143998252424	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
FSCN1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-1.98084469702542	0.0059215370241487	0.8	-1.63500634280225	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
CD163	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0023000760578883	0.988556105503916	0.35	-0.17554864340276058	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CD163	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	1.22240082468031	0.0059215370241487	0.8	1.2189965643722607	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
PLCXD3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0154283263320412	0.985312539290081	0.9	0.45743213178908076	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PLCXD3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.93158864849553	0.0108269212771313	0.8	-1.0257373174778572	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
TPMT	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0197346443969622	0.979813153923021	0.9	-0.45955795390159	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TPMT	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.967133192681366	0.0108269212771313	0.8	-1.0446126434602034	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
CLASP2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0007810017400054	0.986180382829427	0.9	0.45080507784523177	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CLASP2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.929624822541917	0.0249324556028632	0.8	0.97809272551419	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
ELOB	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0110862406503403	0.986498159289432	0.9	0.4554364961050399	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ELOB	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.949665188191544	0.0249324556028632	0.8	0.9882508327428914	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
RACK1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.445679001171064	0.976491944234218	0.9	-0.6516757350991615	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RACK1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.782977179971811	0.0323129112432441	0.8	0.8903740999592376	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
ACADSB	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0025781304864061	0.973636861960789	0.9	-0.4520326266744558	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ACADSB	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.760349358914132	0.0323129112432441	0.8	-0.8790743334593722	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
RBM14	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0068047680241792	0.980244457681161	0.9	-0.4537164885077167	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RBM14	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.67856503567067	0.0323129112432441	0.8	-0.8382332929701024	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
RPS11	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0009749373496946	0.988583440546983	0.9	0.45081308657500274	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RPS11	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.73543383429648	0.0414910873877314	0.8	0.8540700651422252	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
COPS5	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.001959581007998	0.972031433874505	0.9	0.451807598847548	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
COPS5	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.68436193833394	0.0414910873877316	0.8	-0.8289357289032718	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
BCKDK	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0021013536019268	0.99018234815728	0.35	-0.17549297341264264	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
BCKDK	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.710495630778753	0.0527870006322246	0.8	0.8298723862366987	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CRYAB	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0303672640504281	0.983340401719606	0.9	0.4642290948280952	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CRYAB	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.51785462706497	0.0665457213437162	0.8	0.7262306871863787	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
UBE2Z	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0008834511373595	0.973839573286279	0.9	-0.45126175941869395	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
UBE2Z	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.563973855464556	0.0665457213437162	0.8	0.7482968312926175	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PSMA1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.002189775370133	0.976019950977852	0.9	-0.4517777280053146	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PSMA1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.674411790389921	0.0831311427008039	0.8	-0.7903487370217236	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SMAP1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0026493231196823	0.981784318267253	0.9	0.45179257497772973	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SMAP1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.60580046649325	0.0831311427008039	0.8	-0.7579631115152915	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
AASS	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0076320530844338	0.991122484869354	0.9	0.45372709096270325	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
AASS	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.517564150612479	0.102917539402853	0.8	-0.7069330398094128	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PLP2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.002110350495416	0.984031511966888	0.9	0.4514750887657276	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PLP2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.602238826406691	0.123534253752569	0.8	0.7379070970046104	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
YKT6	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0035101251535773	0.976279671016472	0.9	-0.45236423253690244	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
YKT6	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.525929876394029	0.126278928554698	0.8	-0.7017923536543691	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
LAMTOR1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0353215366733066	0.981944851871695	0.9	-0.466509121376319	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
LAMTOR1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.523104807219717	0.126278928554698	0.8	0.7004930724909634	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
NDUFAF3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.001167937095164	0.990761486350535	0.9	0.45082824107851316	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
NDUFAF3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.438685340380377	0.126278928554698	0.8	0.6616676079372246	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
NECAP2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0031034491354009	0.974379098873038	0.9	-0.4522445788166017	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
NECAP2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.540307810538477	0.126278928554698	0.8	0.708404927665807	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
UCHL5	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0009815129989205	0.986722649627683	0.9	0.45087747587208254	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
UCHL5	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.105223425771365	0.185143724157873	0.8	0.49606045147962413	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
HIBADH	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0010372042069569	0.987691510047358	0.9	-0.4508705612500618	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
HIBADH	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.37209514563683	0.262192602406773	0.8	0.6020185969226234	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
AARSD1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.148842864703046	0.97919920776627	0.9	0.5177658685010534	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
AARSD1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.321209202209895	0.308063229907199	0.8	-0.5735245953290343	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
