entity	modality	source_file	evidence_label	p_value	effect	direction	status	note	used_for_joint_model	has_p_value
apc_hla_ifn_monitoring	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	coupling_coordination	0.0434782608695652	0.7333333333333333	1	fixed_score_nonparametric	nan	True	True
apc_axis	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	ridge_logistic_modules		0.5777777777777777	-1	loocv_ml	delta_IFN_APC,delta_HLAII,delta_RECEPTOR,locked_signed_score	True	False
coupled_apc_axis	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	ridge_logistic_modules		0.5777777777777777	-1	loocv_ml	delta_IFN_APC,delta_HLAII,delta_RECEPTOR,locked_signed_score	True	False
mif_cd74_receptor_state	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	ridge_logistic_modules		0.5777777777777777	-1	loocv_ml	delta_IFN_APC,delta_HLAII,delta_RECEPTOR,locked_signed_score	True	False
apc_hla_ifn_monitoring	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	apc_vector_norm	0.7746126936531734	0.3888888888888889	-1	adjacent_dynamic_feature	nan	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	hla_vs_ifn_angle	0.5207396301849075	0.4888888888888889	-1	adjacent_dynamic_feature	nan	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	hla_ifn_product	0.1314342828585707	0.6444444444444446	-1	adjacent_dynamic_feature	nan	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	locked_signed_score	0.04047976011994	0.6557017543859649	-1	fixed_score_nonparametric	nan	True	True
apc_axis	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	delta_RECEPTOR	0.2578710644677661	0.5614035087719298	-1	fixed_score_nonparametric	nan	True	True
coupled_apc_axis	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	delta_RECEPTOR	0.2578710644677661	0.5614035087719298	-1	fixed_score_nonparametric	nan	True	True
mif_cd74_receptor_state	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	delta_RECEPTOR	0.2578710644677661	0.5614035087719298	-1	fixed_score_nonparametric	nan	True	True
coupled_apc_axis	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	coupled_projection	0.2073963018490754	0.5723684210526316	-1	fixed_score_nonparametric	nan	True	True
coupled_apc_axis	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	coupled_v22_augmented	0.2353823088455772	0.5701754385964913	-1	fixed_score_nonparametric	nan	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	coupling_coordination	0.0599700149925037	0.6381578947368421	-1	fixed_score_nonparametric	nan	True	True
apc_axis	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	ridge_logistic_modules		0.5745614035087719	-1	loocv_ml	delta_IFN_APC,delta_HLAII,delta_RECEPTOR,locked_signed_score	True	False
coupled_apc_axis	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	ridge_logistic_modules		0.5745614035087719	-1	loocv_ml	delta_IFN_APC,delta_HLAII,delta_RECEPTOR,locked_signed_score	True	False
mif_cd74_receptor_state	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	ridge_logistic_modules		0.5745614035087719	-1	loocv_ml	delta_IFN_APC,delta_HLAII,delta_RECEPTOR,locked_signed_score	True	False
apc_hla_ifn_monitoring	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	apc_vector_norm	0.8250874562718641	0.4166666666666667	-1	adjacent_dynamic_feature	nan	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	hla_vs_ifn_angle	0.4277861069465267	0.5153508771929824	-1	adjacent_dynamic_feature	nan	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv	hla_ifn_product	0.031984007996002	0.6644736842105263	-1	adjacent_dynamic_feature	nan	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v28_heterogeneous_response/cohort_adjusted_models.tsv	response_binary_on_locked_score_plus_cohort_fixed_effects	5.704511514496547e-07	0.3218032124422049	1	cohort_adjusted	analysis_set=bounded_immune_remodeling	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v28_heterogeneous_response/cohort_adjusted_models.tsv	response_binary_on_locked_score_plus_cohort_fixed_effects	0.0026296713843341	0.2306634149505731	1	cohort_adjusted	analysis_set=all_primary_plus_exact_uc	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_ifn_suppression_inverse_isg	0.0219890054972513	0.7888888888888889	1	survives	attenuation=0.0222222222222222	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_t_cell_composition	0.0194902548725637	0.8	1	survives	attenuation=0.011111111111111	True	True
cell_composition	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_t_cell_composition	0.0194902548725637	0.8	1	survives	attenuation=0.011111111111111	True	True
tb_readable_compartment	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_t_cell_composition	0.0194902548725637	0.8	1	survives	attenuation=0.011111111111111	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_proliferation	0.0149925037481259	0.8111111111111111	1	survives	attenuation=0.0	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_t_cell_composition	0.015992003998001	0.8111111111111111	1	survives	attenuation=0.0	True	True
cell_composition	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_t_cell_composition	0.015992003998001	0.8111111111111111	1	survives	attenuation=0.0	True	True
tb_readable_compartment	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_t_cell_composition	0.015992003998001	0.8111111111111111	1	survives	attenuation=0.0	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_ifn_suppression_inverse_isg	0.015992003998001	0.8222222222222222	1	survives	attenuation=-0.011111111111111	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_b_cell_composition	0.0099950024987506	0.8333333333333334	1	survives	attenuation=-0.0222222222222222	True	True
cell_composition	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_b_cell_composition	0.0099950024987506	0.8333333333333334	1	survives	attenuation=-0.0222222222222222	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_b_cell_composition	0.008495752123938	0.8333333333333334	1	survives	attenuation=-0.0222222222222222	True	True
cell_composition	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_b_cell_composition	0.008495752123938	0.8333333333333334	1	survives	attenuation=-0.0222222222222222	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_oxphos	0.0069965017491254	0.8444444444444444	1	survives	attenuation=-0.0333333333333333	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_apc_hla_level	0.0079960019990005	0.8555555555555555	1	survives	attenuation=-0.0444444444444444	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_glucocorticoid_response	0.0064967516241879	0.8555555555555555	1	survives	attenuation=-0.0444444444444444	True	True
glucocorticoid_steroid	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_glucocorticoid_response	0.0064967516241879	0.8555555555555555	1	survives	attenuation=-0.0444444444444444	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_stat1_axis	0.0059970014992503	0.8555555555555555	1	survives	attenuation=-0.0444444444444444	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_stat1_axis	0.0039980009995002	0.8666666666666667	1	survives	attenuation=-0.0555555555555555	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_oxphos	0.0024987506246876	0.8888888888888888	1	survives	attenuation=-0.0777777777777777	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_general_inflammatory_tone	0.0019990004997501	0.8888888888888888	1	survives	attenuation=-0.0777777777777777	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_monocyte_myeloid_composition	0.0029985007496251	0.8888888888888888	1	survives	attenuation=-0.0777777777777777	True	True
cell_composition	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_monocyte_myeloid_composition	0.0029985007496251	0.8888888888888888	1	survives	attenuation=-0.0777777777777777	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_glycolysis	0.000999500249875	0.9	1	survives	attenuation=-0.0888888888888889	True	True
metabolic_sterol	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_glycolysis	0.000999500249875	0.9	1	survives	attenuation=-0.0888888888888889	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_glucocorticoid_response	0.0019990004997501	0.9	1	survives	attenuation=-0.0888888888888889	True	True
glucocorticoid_steroid	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_glucocorticoid_response	0.0019990004997501	0.9	1	survives	attenuation=-0.0888888888888889	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_general_inflammatory_tone	0.0024987506246876	0.9111111111111112	1	survives	attenuation=-0.0999999999999999	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_monocyte_myeloid_composition	0.0019990004997501	0.9222222222222224	1	survives	attenuation=-0.1111111111111111	True	True
cell_composition	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_monocyte_myeloid_composition	0.0019990004997501	0.9222222222222224	1	survives	attenuation=-0.1111111111111111	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_immunometabolism_hif_nampt	0.0019990004997501	0.9333333333333332	1	survives	attenuation=-0.1222222222222222	True	True
metabolic_sterol	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_immunometabolism_hif_nampt	0.0019990004997501	0.9333333333333332	1	survives	attenuation=-0.1222222222222222	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_glycolysis	0.000999500249875	0.9444444444444444	1	survives	attenuation=-0.1333333333333333	True	True
metabolic_sterol	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_glycolysis	0.000999500249875	0.9444444444444444	1	survives	attenuation=-0.1333333333333333	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	delta_proliferation	0.000999500249875	0.9555555555555556	1	survives	attenuation=-0.1444444444444445	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_immunometabolism_hif_nampt	0.0004997501249375	0.9777777777777776	1	survives	attenuation=-0.1666666666666666	True	True
metabolic_sterol	treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv	baseline_immunometabolism_hif_nampt	0.0004997501249375	0.9777777777777776	1	survives	attenuation=-0.1666666666666666	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_joint_adjustment_metrics.tsv	baseline_and_steroid	0.0019990004997501	0.9333333333333332	1	survives	attenuation=-0.1222222222222222	True	True
glucocorticoid_steroid	treatment_response	analysis/v32_confounder_audit/v32_joint_adjustment_metrics.tsv	baseline_and_steroid	0.0019990004997501	0.9333333333333332	1	survives	attenuation=-0.1222222222222222	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_joint_adjustment_metrics.tsv	composition	0.0129935032483758	0.8111111111111111	1	survives	attenuation=0.0	True	True
cell_composition	treatment_response	analysis/v32_confounder_audit/v32_joint_adjustment_metrics.tsv	composition	0.0129935032483758	0.8111111111111111	1	survives	attenuation=0.0	True	True
tb_readable_compartment	treatment_response	analysis/v32_confounder_audit/v32_joint_adjustment_metrics.tsv	composition	0.0129935032483758	0.8111111111111111	1	survives	attenuation=0.0	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v32_confounder_audit/v32_joint_adjustment_metrics.tsv	metabolic_inflammatory_stat1	0.1629185407296352	0.6555555555555556	-1	attenuates	attenuation=0.1555555555555555	True	True
metabolic_sterol	treatment_response	analysis/v32_confounder_audit/v32_joint_adjustment_metrics.tsv	metabolic_inflammatory_stat1	0.1629185407296352	0.6555555555555556	-1	attenuates	attenuation=0.1555555555555555	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE235357__delta_HLAII - delta_IFN_APC	0.2979459256245464	0.72	1	pass	small held cohort; primary rule pre-specified	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE250453__delta_HLAII - delta_IFN_APC	0.7993087893522117	0.6	-1	fail	small held cohort; primary rule pre-specified	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE85034_ADA__-delta_IFN_APC	0.9438741677855862	0.5111111111111111	-1	fail	cross-disease; tofacitinib exact all-cell approximation caveated	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE253006_TOF__-delta_IFN_APC	0.0339251555299743	1.0	1	pass	cross-disease; tofacitinib exact all-cell approximation caveated	True	True
apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE85034_MTX__negative_delta_RECEPTOR	0.0244755244755244	0.9	1	post_hoc_stress_only	not bounded validation domain; 3 responders	True	True
coupled_apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE85034_MTX__negative_delta_RECEPTOR	0.0244755244755244	0.9	1	post_hoc_stress_only	not bounded validation domain; 3 responders	True	True
mif_cd74_receptor_state	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE85034_MTX__negative_delta_RECEPTOR	0.0244755244755244	0.9	1	post_hoc_stress_only	not bounded validation domain; 3 responders	True	True
apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE85034_MTX__locked_signed_score	0.3461538461538461	0.6	-1	post_hoc_stress_only	not bounded validation domain; 3 responders	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE85034_MTX__locked_signed_score	0.3461538461538461	0.6	-1	post_hoc_stress_only	not bounded validation domain; 3 responders	True	True
ifn_apc	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE85034_MTX__locked_signed_score	0.3461538461538461	0.6	-1	post_hoc_stress_only	not bounded validation domain; 3 responders	True	True
apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE24427_month_1__delta__hla_ii_without_cd74	0.0200795984080318	0.75	1	exploratory_context	older IFN-beta cohort; therapy-specific branch only	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE24427_month_1__delta__hla_ii_without_cd74	0.0200795984080318	0.75	1	exploratory_context	older IFN-beta cohort; therapy-specific branch only	True	True
coupled_apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE24427_month_1__delta__hla_ii_without_cd74	0.0200795984080318	0.75	1	exploratory_context	older IFN-beta cohort; therapy-specific branch only	True	True
hla_ii_apc	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE24427_month_1__delta__hla_ii_without_cd74	0.0200795984080318	0.75	1	exploratory_context	older IFN-beta cohort; therapy-specific branch only	True	True
mif_cd74_receptor_state	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE24427_month_1__delta__hla_ii_without_cd74	0.0200795984080318	0.75	1	exploratory_context	older IFN-beta cohort; therapy-specific branch only	True	True
apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE24427_month_1__delta__cd74_alone	0.0369592608147837	0.7222222222222222	1	exploratory_context	older IFN-beta cohort; therapy-specific branch only	True	True
coupled_apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE24427_month_1__delta__cd74_alone	0.0369592608147837	0.7222222222222222	1	exploratory_context	older IFN-beta cohort; therapy-specific branch only	True	True
mif_cd74_receptor_state	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE24427_month_1__delta__cd74_alone	0.0369592608147837	0.7222222222222222	1	exploratory_context	older IFN-beta cohort; therapy-specific branch only	True	True
apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE24427_second_injection__delta__ifn_apc	0.0420591588168236	0.7152777777777778	1	exploratory_context	older IFN-beta cohort; therapy-specific branch only	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE24427_second_injection__delta__ifn_apc	0.0420591588168236	0.7152777777777778	1	exploratory_context	older IFN-beta cohort; therapy-specific branch only	True	True
ifn_apc	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE24427_second_injection__delta__ifn_apc	0.0420591588168236	0.7152777777777778	1	exploratory_context	older IFN-beta cohort; therapy-specific branch only	True	True
apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_hour_4__delta__receptor_only_cd74_cd44_cxcr4	0.007349632518374	0.6934523809523809	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
coupled_apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_hour_4__delta__receptor_only_cd74_cd44_cxcr4	0.007349632518374	0.6934523809523809	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
mif_cd74_receptor_state	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_hour_4__delta__receptor_only_cd74_cd44_cxcr4	0.007349632518374	0.6934523809523809	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_8MU__delta__receptor_only_cd74_cd44_cxcr4	0.0107494625268736	0.6875	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
coupled_apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_8MU__delta__receptor_only_cd74_cd44_cxcr4	0.0107494625268736	0.6875	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
mif_cd74_receptor_state	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_8MU__delta__receptor_only_cd74_cd44_cxcr4	0.0107494625268736	0.6875	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_all__baseline__hla_ii_without_cd74	0.0002499875006249	0.6852941176470588	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_all__baseline__hla_ii_without_cd74	0.0002499875006249	0.6852941176470588	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
coupled_apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_all__baseline__hla_ii_without_cd74	0.0002499875006249	0.6852941176470588	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
hla_ii_apc	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_all__baseline__hla_ii_without_cd74	0.0002499875006249	0.6852941176470588	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
mif_cd74_receptor_state	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_all__baseline__hla_ii_without_cd74	0.0002499875006249	0.6852941176470588	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_8MU__baseline__hla_ii_without_cd74	0.0106994650267486	0.6845238095238095	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_8MU__baseline__hla_ii_without_cd74	0.0106994650267486	0.6845238095238095	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
coupled_apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_8MU__baseline__hla_ii_without_cd74	0.0106994650267486	0.6845238095238095	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
hla_ii_apc	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_8MU__baseline__hla_ii_without_cd74	0.0106994650267486	0.6845238095238095	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
mif_cd74_receptor_state	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_8MU__baseline__hla_ii_without_cd74	0.0106994650267486	0.6845238095238095	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_hour_4__baseline__hla_ii_without_cd74	0.0247487625618719	0.6592261904761905	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
apc_hla_ifn_monitoring	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_hour_4__baseline__hla_ii_without_cd74	0.0247487625618719	0.6592261904761905	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
coupled_apc_axis	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_hour_4__baseline__hla_ii_without_cd74	0.0247487625618719	0.6592261904761905	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
hla_ii_apc	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_hour_4__baseline__hla_ii_without_cd74	0.0247487625618719	0.6592261904761905	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
mif_cd74_receptor_state	treatment_response	analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv	GSE138064_stable_hour_4__baseline__hla_ii_without_cd74	0.0247487625618719	0.6592261904761905	-1	exploratory_context	complete-vs-partial labels; repeated dose/hour rows	True	True
apc_hla_ifn_monitoring	exploratory	analysis/v35_tb_compartment_gate/tb_compartment_gate.tsv	t_cell_like	0.0079365079365079	1.0	1	T/B-like	single-cohort compartment gate	True	True
tb_readable_compartment	exploratory	analysis/v35_tb_compartment_gate/tb_compartment_gate.tsv	t_cell_like	0.0079365079365079	1.0	1	T/B-like	single-cohort compartment gate	True	True
apc_hla_ifn_monitoring	exploratory	analysis/v35_tb_compartment_gate/tb_compartment_gate.tsv	b_plasma_like	0.0158730158730158	0.95	1	T/B-like	single-cohort compartment gate	True	True
tb_readable_compartment	exploratory	analysis/v35_tb_compartment_gate/tb_compartment_gate.tsv	b_plasma_like	0.0158730158730158	0.95	1	T/B-like	single-cohort compartment gate	True	True
apc_hla_ifn_monitoring	exploratory	analysis/v35_tb_compartment_gate/tb_compartment_gate.tsv	epithelial_like	0.0317460317460317	0.9	1	non-T/B-like	single-cohort compartment gate	True	True
tb_readable_compartment	exploratory	analysis/v35_tb_compartment_gate/tb_compartment_gate.tsv	epithelial_like	0.0317460317460317	0.9	1	non-T/B-like	single-cohort compartment gate	True	True
apc_hla_ifn_monitoring	exploratory	analysis/v35_tb_compartment_gate/tb_compartment_gate.tsv	myeloid_apc_like	0.0952380952380952	0.8	1	non-T/B-like	single-cohort compartment gate	True	True
tb_readable_compartment	exploratory	analysis/v35_tb_compartment_gate/tb_compartment_gate.tsv	myeloid_apc_like	0.0952380952380952	0.8	1	non-T/B-like	single-cohort compartment gate	True	True
apc_hla_ifn_monitoring	exploratory	analysis/v35_tb_compartment_gate/tb_compartment_gate.tsv	stromal_endothelial_like	0.1428571428571428	0.75	1	non-T/B-like	single-cohort compartment gate	True	True
tb_readable_compartment	exploratory	analysis/v35_tb_compartment_gate/tb_compartment_gate.tsv	stromal_endothelial_like	0.1428571428571428	0.75	1	non-T/B-like	single-cohort compartment gate	True	True
ebv_ifn_imprint	exploratory	analysis/v35_ebv_random_geneset_control/summary.json	v35_ebv_random_geneset_control			-1	summary	"{""empirical_p_two_sided_abs"": 0.5137431284357821, ""empirical_p_upper_tail"": 0.2413793103448276, ""grounded_result"": ""not_specific_against_random_gene_sets"", ""hypothesis"": ""GSE108497 EBV-up module specificity versus random same-size gene sets"", ""interp"	True	False
complement_lipid_axis	exploratory	analysis/v35_complement_lipid_progressive/summary.json	v35_complement_lipid_progressive			-1	summary	"{""cell_types"": [""astrocytes"", ""immune"", ""lymphocytes"", ""neurons"", ""oligodendrocytes"", ""opc"", ""vascular_cells""], ""grounded_result"": ""computed_module_context_not_yet_statistically_tested"", ""modules"": [""complement_phagocytosis"", ""ifn_hla_apc"", ""lipid_re"	True	False
apc_axis	exploratory	analysis/v35_metabolic_sterol_setpoint/summary.json	v35_metabolic_sterol_setpoint			1	summary	"{""grounded_result"": ""supported_as_context_axis_not_intervention_grade"", ""hypothesis"": ""metabolic/sterol setpoint"", ""interpretation"": ""Metabolic/sterol state is a real context layer: V32 metabolic/inflammatory/STAT1 adjustment attenuates the monitorin"	True	False
apc_hla_ifn_monitoring	exploratory	analysis/v35_metabolic_sterol_setpoint/summary.json	v35_metabolic_sterol_setpoint			1	summary	"{""grounded_result"": ""supported_as_context_axis_not_intervention_grade"", ""hypothesis"": ""metabolic/sterol setpoint"", ""interpretation"": ""Metabolic/sterol state is a real context layer: V32 metabolic/inflammatory/STAT1 adjustment attenuates the monitorin"	True	False
