gene	selection_reasons	discovery_priority_score	positive_disease_count	negative_disease_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	ms_positive_nominal	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	in_lipid_lysosomal_myeloid_neighborhood	top_positive_compartments
NOP14	top_rank	17.0	3.0	0.0	4.0	0.0	1.0	False	0.3336761795864902	0.0678862263396301	0.8989378106274888	False	ibd_crohn_epithelial:1.09,p=0.00039;ibd_uc_epithelial:0.739,p=0.011;ibd_uc_stromal:0.803,p=0.029;psoriasis_skin_stromal:0.575,p=0.029
CSGALNACT1	top_rank	17.0	3.0	0.0	4.0	0.0	2.0	False	-0.3755440485743797	0.1745940191208913	0.8993702893651148	False	ibd_crohn_myeloid:2.97,p=0.00064;ibd_uc_myeloid:2.93,p=0.00075;ibd_uc_stromal:2.91,p=0.0088;t1d_ductal_cell:1.53,p=0.012
GBP4	top_rank	17.0	3.0	0.0	4.0	0.0	1.0	False	0.405019017634137	0.0775354784129323	0.8989378106274888	False	ibd_uc_myeloid:1.5,p=0.00071;ibd_uc_epithelial:2.34,p=0.0097;ibd_crohn_myeloid:2.11,p=0.034;psoriasis_skin_apc:1.18,p=0.049
LDLRAD3	top_rank	17.0	3.0	0.0	6.0	0.0	1.0	False	0.174502585370285	0.8376004526982199	0.9761732664217524	False	ibd_crohn_myeloid:2.56,p=0.00089;ibd_crohn_stromal:2.88,p=0.0022;ibd_uc_stromal:2.86,p=0.0024;psoriasis_skin_apc:0.911,p=0.0079;psoriasis_skin_stromal:1.05,p=0.014;ibd_uc_myeloid:2.72,p=0.018
SEC61A1	top_rank	17.0	3.0	0.0	6.0	0.0	1.0	False	-0.0775050827248335	0.5742291621491669	0.9435509047633368	False	ibd_crohn_epithelial:0.799,p=0.0011;ibd_uc_epithelial:0.883,p=0.0078;psoriasis_keratinocyte:0.9,p=0.011;ibd_crohn_stromal:0.814,p=0.011;psoriasis_skin_stromal:0.92,p=0.021;psoriasis_skin_apc:0.968,p=0.043
IFI30	lipid_lysosomal_two_disease;mechanistic_scout	16.07544952897825	3.0	0.0	4.0	0.0	0.0	False	0.21016237009791	0.379946954952182	0.9141270983319502	True	ibd_uc_myeloid:1.1,p=0.01;t1d_beta_cell:0.812,p=0.015;psoriasis_skin_stromal:0.317,p=0.022;psoriasis_skin_apc:0.537,p=0.049
PDE4B	mechanistic_scout	14.186413443238964	3.0	0.0	3.0	0.0	1.0	False	-0.429544411286491	0.2820953249716317	0.9055783835864206	False	ibd_uc_epithelial:2.26,p=0.0017;psoriasis_skin_stromal:1.43,p=0.0044;ibd_crohn_epithelial:1.65,p=0.027
ACSL4	lipid_lysosomal_two_disease;mechanistic_scout	13.0	3.0	0.0	3.0	0.0	0.0	False	0.2015981425120099	0.4425443131425552	0.9214560346888634	True	ibd_uc_stromal:1.56,p=0.0031;ibd_crohn_epithelial:0.987,p=0.015;psoriasis_skin_stromal:0.766,p=0.035
LIPA	lipid_lysosomal_two_disease;mechanistic_scout	12.637249662017132	3.0	1.0	4.0	1.0	1.0	False	0.4580110941773352	0.2725305004844303	0.9049965616313804	True	t1d_ductal_cell:0.89,p=8.7e-09;t1d_acinar_cell:0.823,p=0.013;psoriasis_keratinocyte:1.06,p=0.049;ibd_crohn_epithelial:0.785,p=0.049
CD300E	mechanistic_scout	12.0	3.0	0.0	3.0	0.0	0.0	False	-1.516556121882542	0.131192827685522	0.8989378106274888	False	ibd_crohn_myeloid:3.24,p=0.0082;ibd_uc_myeloid:3.72,p=0.0092;psoriasis_skin_apc:1.6,p=0.012
PDE4D	mechanistic_scout	12.0	3.0	0.0	3.0	0.0	0.0	False	0.0249633764705032	0.9730170701178064	0.9978591419243252	False	ibd_crohn_epithelial:0.618,p=0.0077;ibd_uc_myeloid:1.26,p=0.02;psoriasis_keratinocyte:0.722,p=0.028
LIMS1	top_rank	21.0	2.0	0.0	4.0	0.0	2.0	True	0.5206467023461094	0.0204864195148095	0.8372898579012464	False	ibd_uc_epithelial:0.952,p=2.3e-05;ibd_crohn_epithelial:0.697,p=0.0003;ibd_crohn_stromal:0.58,p=0.014;ibd_uc_myeloid:0.877,p=0.032
KRTCAP3	top_rank	20.0	2.0	0.0	5.0	0.0	1.0	True	2.0628495204019814	0.0373082507309811	0.8506970233122761	False	t1d_endothelial_cell:3.04,p=0.00021;t1d_stellate_cell:2.49,p=0.0032;t1d_ductal_cell:0.618,p=0.0044;t1d_acinar_cell:0.855,p=0.028;ibd_uc_myeloid:0.842,p=0.028
SDC4	mechanistic_scout;top_rank	19.0	2.0	0.0	4.0	0.0	1.0	True	0.9585668826117236	0.0249633235459631	0.8472374898464006	False	t1d_endothelial_cell:2.09,p=6e-05;t1d_beta_cell:1.42,p=0.011;ibd_uc_epithelial:0.602,p=0.036;ibd_uc_myeloid:2.3,p=0.044
IL2RG	mechanistic_scout;top_rank	18.0	2.0	0.0	3.0	0.0	1.0	True	0.7679981961613978	0.0170189770238671	0.8372898579012464	False	ibd_uc_myeloid:1.24,p=3.2e-05;ibd_crohn_myeloid:1.34,p=0.0022;ibd_uc_stromal:1.95,p=0.024
HLA-B	top_rank	17.21492916893339	2.0	0.0	4.0	0.0	0.0	True	0.2749063406543381	0.0266817350521595	0.8472374898464006	False	t1d_acinar_cell:1.33,p=0.01;sjogren_gland_epithelial:0.813,p=0.013;t1d_ductal_cell:0.308,p=0.03;sjogren_gland_apc:0.352,p=0.032
CDV3	top_rank	17.166595659631525	2.0	0.0	2.0	0.0	1.0	True	0.225039193551547	0.0365906398331607	0.8506970233122761	False	ibd_uc_epithelial:1.01,p=0.002;ibd_crohn_stromal:0.517,p=0.049
GABARAPL2	top_rank	17.071470076645863	2.0	0.0	4.0	0.0	0.0	True	0.3604331917307011	0.0134263329877197	0.8372898579012464	False	ibd_crohn_myeloid:0.919,p=0.029;sjogren_gland_apc:0.366,p=0.032;sjogren_gland_stromal:0.261,p=0.033;sjogren_gland_epithelial:0.227,p=0.043
BTF3	top_rank	17.068955323434906	2.0	0.0	2.0	0.0	1.0	True	0.304770964070439	0.0167967913854618	0.8372898579012464	False	ibd_uc_stromal:0.355,p=0.00049;sjogren_gland_apc:0.277,p=0.027
ABHD2	top_rank	17.0	2.0	0.0	2.0	0.0	1.0	True	0.7082492463572763	0.0032438170483105	0.8344760564031432	False	ibd_uc_epithelial:0.946,p=0.00018;ibd_crohn_epithelial:0.569,p=0.009
CD44	lipid_lysosomal_two_disease	15.286751023530666	2.0	1.0	3.0	1.0	1.0	True	1.3446537852001974	0.0331669831445104	0.8506970233122761	True	ibd_uc_epithelial:1.97,p=0.0016;ibd_crohn_epithelial:1.24,p=0.0021;ibd_crohn_myeloid:0.805,p=0.012
CTSL	lipid_lysosomal_two_disease;mechanistic_scout	12.28816590226246	2.0	1.0	2.0	1.0	0.0	True	0.4062437628526023	0.0338072600121596	0.8506970233122761	True	psoriasis_keratinocyte:2.27,p=0.0048;ibd_uc_myeloid:1.86,p=0.023
FABP5	lipid_lysosomal_two_disease;mechanistic_scout	11.844596179019156	2.0	1.0	2.0	2.0	0.0	True	1.2651351909882678	0.004142204528345	0.8344760564031432	True	psoriasis_keratinocyte:3.86,p=0.0015;ibd_uc_myeloid:1.64,p=0.028
NAMPT	mechanistic_scout	16.367555341381692	2.0	0.0	4.0	0.0	2.0	False	-0.2143688948990014	0.5434156214094958	0.9390010612097776	False	ibd_uc_epithelial:1.42,p=0.00069;ibd_crohn_epithelial:0.973,p=0.00088;ibd_crohn_myeloid:1.7,p=0.026;ibd_uc_myeloid:1.53,p=0.05
CTSB	lipid_lysosomal_two_disease;mechanistic_scout	11.16618835278028	2.0	0.0	2.0	0.0	0.0	False	-0.0599954640789519	0.8140537383462653	0.9761732664217524	True	ibd_uc_epithelial:0.463,p=0.025;psoriasis_keratinocyte:1.88,p=0.026
SPP1	lipid_lysosomal_two_disease;mechanistic_scout	11.135984303587598	2.0	0.0	3.0	0.0	0.0	False	0.0019111874426158	0.994792495277153	0.9992380443970746	True	t1d_endothelial_cell:4.93,p=0.0021;ibd_uc_myeloid:4.64,p=0.018;t1d_acinar_cell:2.87,p=0.047
MIF	mechanistic_scout	11.07361806582495	2.0	0.0	5.0	0.0	0.0	False	0.1623622066627277	0.6848691966813713	0.9625330737114284	False	t1d_stellate_cell:0.542,p=0.0035;t1d_endothelial_cell:0.665,p=0.013;ibd_crohn_epithelial:3.03,p=0.035;ibd_crohn_stromal:3.92,p=0.035;t1d_acinar_cell:0.815,p=0.035
LAMP3	lipid_lysosomal_two_disease;mechanistic_scout	10.0	2.0	1.0	3.0	1.0	2.0	False	1.112744457164954	0.1588852707263668	0.8989378106274888	True	ibd_crohn_myeloid:4.27,p=9.2e-06;ibd_uc_myeloid:3.65,p=0.00015;ibd_crohn_stromal:1.75,p=0.039
MARCO	lipid_lysosomal_two_disease;mechanistic_scout	9.7598700057563	2.0	0.0	2.0	0.0	0.0	False	-2.5362846413133395	0.0907982255292643	0.8989378106274888	True	ibd_crohn_myeloid:3.39,p=0.0018;ibd_uc_myeloid:3.54,p=0.026
TBXAS1	lipid_lysosomal_two_disease	9.094441686016886	2.0	0.0	2.0	0.0	0.0	False	-0.178349416841506	0.5543349188590714	0.9394407560829112	True	psoriasis_keratinocyte:1.1,p=0.0013;ibd_uc_epithelial:1.83,p=0.01
PTGS2	lipid_lysosomal_two_disease	9.0	2.0	0.0	2.0	0.0	0.0	False	-0.3302668666926305	0.2953446140272054	0.9075477698307116	True	ibd_crohn_myeloid:1.35,p=0.018;sjogren_gland_stromal:1.01,p=0.049
PIKFYVE	mechanistic_scout	8.0	2.0	0.0	2.0	0.0	0.0	False	0.018184324050269	0.9141341743012624	0.9881183066087238	False	psoriasis_skin_stromal:0.53,p=0.0018;ibd_crohn_epithelial:0.53,p=0.0069
TYK2	mechanistic_scout	8.0	2.0	0.0	2.0	0.0	0.0	False	-0.0976695299908261	0.5321339034622258	0.9357323188472788	False	psoriasis_skin_apc:1.17,p=0.0092;t1d_endothelial_cell:1.74,p=0.014
ACSL1	lipid_lysosomal_two_disease;mechanistic_scout	7.784525010177792	2.0	1.0	4.0	1.0	0.0	False	0.0335463402392637	0.9588038259244676	0.995447887770418	True	ibd_crohn_stromal:2.48,p=0.0016;ibd_crohn_myeloid:3.08,p=0.014;ibd_uc_myeloid:3.11,p=0.016;ibd_crohn_epithelial:0.868,p=0.021
JAK1	mechanistic_scout	5.0	2.0	2.0	4.0	3.0	1.0	False	0.2576120813511604	0.060997046211002	0.8989378106274888	False	ibd_uc_epithelial:1.09,p=0.00016;ibd_uc_myeloid:0.764,p=0.013;ibd_crohn_epithelial:0.626,p=0.02;ibd_uc_stromal:0.584,p=0.045
STAB1	lipid_lysosomal_two_disease	0.0	2.0	2.0	2.0	3.0	0.0	False	-0.7705380424797568	0.0003673247084598	0.7061565610737713	True	psoriasis_skin_stromal:2.11,p=0.0026;ibd_uc_stromal:2.06,p=0.029
RPL17	top_rank	18.22609223757674	1.0	0.0	4.0	0.0	2.0	True	0.3030373225065492	0.0476747931921886	0.8744776374054363	False	t1d_endothelial_cell:1.55,p=8.7e-05;t1d_stellate_cell:1.29,p=0.00048;t1d_acinar_cell:1.27,p=0.0015;t1d_ductal_cell:1.2,p=0.0028
GPNMB	mechanistic_scout	5.712142231935277	1.0	2.0	2.0	2.0	0.0	True	1.4339584334150557	0.0049097425501504	0.8344760564031432	True	t1d_ductal_cell:0.949,p=0.013;t1d_acinar_cell:1.41,p=0.042
PPARG	mechanistic_scout	4.0	1.0	2.0	1.0	2.0	0.0	True	1.33861418076643	0.0023372069061631	0.8344760564031432	True	ibd_uc_myeloid:1.37,p=0.036
IRF1	mechanistic_scout	8.0	1.0	0.0	2.0	0.0	0.0	False	-0.0303981739668568	0.9222930745319916	0.9899194730321256	False	ibd_crohn_myeloid:1.47,p=0.004;ibd_crohn_epithelial:0.893,p=0.047
CTSS	mechanistic_scout	6.5	1.0	0.0	2.0	0.0	0.0	False	0.189873422640673	0.1407159118865243	0.8989378106274888	True	t1d_endothelial_cell:2.1,p=0.0046;t1d_acinar_cell:1.76,p=0.014
OSMR	mechanistic_scout	6.5	1.0	0.0	1.0	0.0	0.0	False	-0.1853364301887587	0.8643590462425126	0.9801638168834976	False	psoriasis_keratinocyte:1.21,p=0.011
JAK2	mechanistic_scout	4.969988408671083	1.0	0.0	2.0	0.0	0.0	False	0.1310389086976435	0.5843508835841206	0.9464449594593544	False	ibd_crohn_epithelial:1.15,p=0.0056;ibd_crohn_myeloid:1.65,p=0.006
CD300LF	mechanistic_scout	4.0	1.0	0.0	1.0	0.0	0.0	False	-0.0991212524448474	0.7089814372180329	0.9669212366619434	False	psoriasis_skin_apc:2.25,p=0.033
NLRP3	mechanistic_scout	4.0	1.0	0.0	1.0	0.0	0.0	False	-0.2348280075935918	0.4767192630645722	0.9258703847750552	False	ibd_uc_myeloid:1.44,p=0.047
TYROBP	mechanistic_scout	1.0	1.0	1.0	1.0	1.0	0.0	False	0.1685367778685798	0.2296542729530867	0.9004758652001262	True	t1d_ductal_cell:1.25,p=0.049
NR1H3	mechanistic_scout	-3.0	1.0	2.0	2.0	2.0	0.0	False	0.9212173629129756	0.2094063049703438	0.8993702893651148	False	t1d_acinar_cell:0.471,p=0.034;t1d_ductal_cell:1.09,p=0.047
CD36	mechanistic_scout	-6.524962293204626	1.0	3.0	1.0	3.0	0.0	False	-0.99925985802596	0.4410063385874331	0.9214560346888634	True	psoriasis_keratinocyte:3.34,p=0.041
MSR1	mechanistic_scout	8.853999942239374	0.0	0.0	0.0	0.0	0.0	True	0.5659305923555848	0.0313140694878595	0.8506970233122761	True	
TREM2	mechanistic_scout	1.3473480907518938	0.0	0.0	0.0	0.0	0.0	False	0.1899583473475061	0.612719290366184	0.9476308467322015	True	
OSM	mechanistic_scout	0.5	0.0	0.0	0.0	0.0	0.0	False	0.0762340874548801	0.8590024396793193	0.9797533479060436	False	
CD300A	mechanistic_scout	0.1191355142822976	0.0	0.0	0.0	0.0	0.0	False	-0.3453443248914674	0.0766109345414007	0.8989378106274888	False	
FCGR2B	mechanistic_scout	-4.0	0.0	1.0	0.0	1.0	0.0	False	0.3743680552898727	0.5995853752716118	0.9466965949245808	False	
SIGLEC10	mechanistic_scout	-4.0	0.0	1.0	0.0	1.0	0.0	False	-0.6228823890231006	0.0790960238639784	0.8989378106274888	False	
TFEB	mechanistic_scout	-4.0	0.0	1.0	0.0	1.0	0.0	False	0.2616412793437703	0.1677365293947767	0.8989378106274888	False	
TFE3	mechanistic_scout	-4.0	0.0	1.0	0.0	1.0	0.0	False	0.0200878545803053	0.9102984423769684	0.9868578527887908	False	
MERTK	mechanistic_scout	-7.217627109882858	0.0	2.0	0.0	2.0	0.0	False	0.2471109034794576	0.4292940108131474	0.9195199515584406	True	
AXL	mechanistic_scout	-11.0	0.0	3.0	0.0	3.0	0.0	False	0.2436879373355509	0.2187319600718436	0.8993702893651148	True	
CD200R1	mechanistic_scout	-12.0	0.0	3.0	0.0	3.0	0.0	False	0.8754679036799504	0.4636324457626696	0.9239963547089984	False	
CD300F	mechanistic_scout												
