gene	call	fresh_score	support_channels	ms	broad_cell_state	response	genetics	perturbation_or_model	modality	ms_delta_log2	ms_p	ms_fdr	broad_positive_disease_count	broad_positive_diseases	response_contexts	strong_l2g_disease_count	strong_qtl_coloc_disease_count	wave55_genetic_disease_count	blocker_flag	blocker_text
OLFR960	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR961	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR963	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR965	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR967	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR968	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR969	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR97	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR970	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR971	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR972	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR974	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR975	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR976	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR978	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR979	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR98	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR980	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR981	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR982	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR983	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR986	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR987	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR988	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR99	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR992	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR993	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR994	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR995	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR996	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLFR998	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLIG2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.3678926042035408	0.733603744570181	0.9693303715651268	0		0	0	0	0	False	    
OLIG3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OLMALINC	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0457166098382284	0.9258720557865532	0.9900445491146652	0		0	0	0	0	False	    
OMP	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OMT2A	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OMT2B	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
ONECUT1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
ONECUT2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.6836894746483204	0.5037603562919102	0.9299116980283588	0		0	0	0	0	False	    
ONECUT3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OOEP	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OOG2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OOG3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OOG4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OOSP1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OOSP2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OOSP3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OPALIN	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.1608568915803454	0.3439504281470056	0.9141270983319502	0		0	0	0	0	False	    
OPCML	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	1.22861112595121	0.2398257483633291	0.9004758652001262	0		0	0	0	0	False	    
OPHN1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.639125340502698	0.4280484295864544	0.9195199515584406	0		0	0	0	0	False	    
OPN1LW	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OPN1MW	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OPN1SW	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OPN4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OPN5	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OPRD1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OPRK1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OPRM1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OPRPN	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OPTC	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10A2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10A4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10A5	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10AD1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.0061173519809831	0.9959970522300836	0.999536131442628	0		0	0	0	0	False	    
OR10D3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10G3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10G4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10H1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10H3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10H4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10H5	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10K1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10P1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.8861469407968415	0.3408826590187953	0.9141270983319502	0		0	0	0	0	False	    
OR10Q1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR10V2P	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.8675637545247956	0.427827972454426	0.9195199515584406	0		0	0	0	0	False	    
OR11G2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR11H4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR11H7	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR13A1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR14A16	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR14K1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR1A1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR1D2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR1D4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR1I1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR1J1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR1L3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR1L6	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR1L8	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR1M1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR1Q1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR1R1P	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR1S1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2A1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2A2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2A20P	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-2.2737209918225965	0.0559377598592217	0.8987860715321155	0		0	0	0	0	False	    
OR2A25	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2A4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2A42	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2A5	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2A7	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2AE1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2AG2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2AJ1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2AT4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2B11	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.7255118432922538	0.5306422183078076	0.9357323188472788	0		0	0	0	0	False	    
OR2B2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.388466171110016	0.152933301829694	0.8989378106274888	0		0	0	0	0	False	    
OR2B6	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	1.5331540452832582	0.1638759005220261	0.8989378106274888	0		0	0	0	0	False	    
OR2C3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2D2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2D3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2F1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2G6	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2I1P	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2K2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2L13	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2L3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2M3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2M4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2T10	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2T12	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2T33	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2V1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR2V2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR3A1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR3A2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR4C3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR4D1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR4D10	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR4D2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR4E1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR4E2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR4K2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR4N2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR51D1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR51E2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR51I1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR51I2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR51M1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR52A1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR52A5	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR52H1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR52I1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR52I2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR52K1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR52K2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR52N1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR52N2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR52N4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.469833213064323	0.6884217193911872	0.9632853705790064	0		0	0	0	0	False	    
OR52N5	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR56A1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR56A4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR56B1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR5A1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR5AN1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR5AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR5AU1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR5B2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR5B21	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR5H1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR5H14	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR5K1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR5K2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR5K3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR6A2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR6C4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR6C75	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR6F1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR6J1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR6M1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR6N1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR6N2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR6Q1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR6Y1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR7A17	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR7A5	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR7C1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR7D2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.9003959933861119	0.3183430962180661	0.911842594304416	0		0	0	0	0	False	    
OR7E11P	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR7E14P	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.8426994472552785	0.3243624692251625	0.9123553860771748	0		0	0	0	0	False	    
OR7E37P	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.535078895573645	0.5515465173977251	0.9394407560829112	0		0	0	0	0	False	    
OR7E47P	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.7132858427160016	0.5305323007955544	0.9357323188472788	0		0	0	0	0	False	    
OR7G2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR8A1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR8D1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR8D4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR8G5	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR8J3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR9A4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.7905788632010091	0.4770050159398554	0.9259761300234246	0		0	0	0	0	False	    
OR9I1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR9Q1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
OR9Q2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
ORAI3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0427658047207959	0.9119946938093462	0.9871062055309224	0		0	0	0	0	False	    
ORAOV1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.1864301090492572	0.645615333789324	0.9532107136523256	0		0	0	0	0	False	    
ORC4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.0013234193849722	0.9932932207854106	0.9992380443970746	0		0	0	0	0	False	    
ORM2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
ORM3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
ORMDL3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.2331108638587888	0.2053851629357563	0.8993702893651148	0		0	0	0	0	False	    
OSBP2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0719057246502274	0.95248740339423	0.995164089398724	0		0	0	0	0	False	    
OSBPL11	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.3090148404934059	0.1227788903658588	0.8989378106274888	0		0	0	0	0	False	    
OSBPL1A	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.239082894809627	0.2838349777450041	0.9055783835864206	0		0	0	0	0	False	    
OSBPL2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.047253269720576	0.7918138812700073	0.974906616228386	0		0	0	0	0	False	    
OSBPL6	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.5374457514356115	0.2080763386573651	0.8993702893651148	0		0	0	0	0	False	    
