gene	wave34_score	wave34_call	failed_gates	gwas_catalog_trait_count	gwas_catalog_min_p	gwas_catalog_traits	local_positive_disease_count	local_negative_disease_count	positive_diseases	residual_retained_disease_count	ms_anchor	ms_wm_delta_log2	ms_wm_p	genetics_ready_score	ot_n_diseases_score_ge_0_5	gtex_n_relevant_tissues_with_significant_cis_eqtl	druggable_activity_count	chembl_target_id	chembl_pref_name	chembl_target_type	chembl_best_nM	clinicaltrials_autoimmune_count	europepmc_autoimmune_hit_count	perturbation_or_model_support	foundation_rescue_recommendation	foundation_real_perturbation_alignment_call	manual_blocker_class	manual_blocker_text_wave34	proxy_call	primary_blocker
MORF4L1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	1e-08	Multiple sclerosis	0.0	0.0		0.0	False	0.0935302706126801	0.4777317445331634				0.0					0.0	0.0	False						
MORN1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-08	Rheumatoid arthritis	0.0	0.0		0.0	False	-0.8619448920574468	0.3426582742962222				0.0					0.0	0.0	False						
MPHOSPH9	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	7e-07	Multiple sclerosis	0.0	0.0		0.0	False	-0.3626951835119012	0.2875598508318306				0.0					0.0	0.0	False						
MPIG6B	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-10	Hypothyroidism or rheumatoid arthritis (pleiotropy)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MPO	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	8e-06	Multiple sclerosis	0.0	0.0		0.0	False	-2.9817558788692677	0.0021370301502592				0.0					0.0	0.0	False						
MRGPRE	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-06	Multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MROH9	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	7e-08	Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MRPL23	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	7e-06	Celiac disease	0.0	0.0		0.0	False	0.2568039807611475	0.2708877327909287				0.0					0.0	0.0	False						
MRPL50P1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	9e-06	Crohn's disease (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MRPL57P6	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	9e-06	Dry eye disease with Sjogren-like syndromes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MRPS11P1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-07	Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MRPS5P3	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-08	FEV1/FVC or inflammatory bowel disease (pleiotropy)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MSANTD2-AS1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	5e-06	Crohn's disease (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MSH2	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	7e-06	Vitiligo	0.0	0.0		0.0	False	0.4401477711626693	0.6930303080112742				0.0					0.0	0.0	False						
MSL3B	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	1e-41	Atopic dermatitis (moderate to severe)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MSNP1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-06	Colorectal cancer vs inflammatory bowel disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTARC2P1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	9e-07	Response to tocilizumab in rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTCH2P1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	8e-09	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTCL1P1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	1e-06	Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTCO1P24	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-06	Inflammatory bowel disease (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTCO1P6	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	5e-07	Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTCO2P7	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	8e-06	Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTCO3P30	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-06	Median relapse-independent longitudinal age-related multiple sclerosis severity score in relapse-onset multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTCO3P40	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-06	Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTCO3P47	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-06	Crohn's disease (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTCYBP19	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	5e-07	Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTCYBP41	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-06	Multiple sclerosis (age of onset)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTND1P22	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-08	Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTND2P30	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	8e-06	Type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTND3P4	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-07	Rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTND4LP18	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	6e-06	Crohn's disease (Tractor method with Amerindian ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTND5P15	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-08	Inflammatory skin disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTND5P34	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	6e-06	Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTND6P2	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	1e-11	Systemic lupus erythematosus (PheCode 695.42)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTND6P25	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-06	Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTPN	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-08	Disease activity-28 score with CRP x secukinumab treatment interaction in rheumatoid arthritis	0.0	0.0		0.0	False	0.3249018010591147	0.1183515558706464				0.0					0.0	0.0	False						
MUC7	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	1e-08	Diabetic nephropathy in type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MYL12BP3	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	7e-06	Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MYO16	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-10	Steroid induced osteonecrosis of the femoral head and systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MYO1B-AS1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	5e-08	Systemic lupus erythematosus (MTAG)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MYO5B	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-06	Multiple sclerosis	0.0	0.0		0.0	False	0.6549737937026077	0.4383527399196865				0.0					0.0	0.0	False						
MYO5C	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	5e-06	Systemic lupus erythematosus	0.0	0.0		0.0	False	-0.2870860839209204	0.8023844806139184				0.0					0.0	0.0	False						
MYRFL	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	8e-07	Crohn's disease (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MYTL	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	9e-06	Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NAA35	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-13	Atopic dermatitis (moderate to severe)	0.0	0.0		0.0	False	0.3867552125665066	0.2405731655149956				0.0					0.0	0.0	False						
NAALADL2-AS2	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	8e-06	Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NAGK	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-06	Erythema nodosum in inflammatory bowel disease	0.0	0.0		0.0	False	-0.068425348334193	0.8101535430999325				0.0					0.0	0.0	False						
NALF1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-07	Ulcerative colitis (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NAP1L4	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	9e-07	Crohn's disease (Tractor method with European ancestry)	0.0	0.0		0.0	False	0.023266790155116	0.8427265583547442				0.0					0.0	0.0	False						
NAP1L4P1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-10	Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NAP5	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	7e-06	Multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NBEA	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-06	Crohn's disease (Tractor method with African ancestry)	0.0	0.0		0.0	False	-0.1329835454370318	0.5825123313433824				0.0					0.0	0.0	False						
NBPF17P	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	6e-10	Atopic dermatitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NBPF18P	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-27	Atopic dermatitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NBPF21P	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-06	Erectile dysfunction in type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NCF	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	1e-37	Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NCK2	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	5e-06	Systemic lupus erythematosus	0.0	0.0		0.0	False	-0.3836889904254565	0.0359217593188618				0.0					0.0	0.0	False						
NCRNA00114	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	5e-06	Neonatal lupus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NCRNA00320	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	9e-06	Coronary artery disease in type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NDUFA10	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	7e-06	Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False	0.0176847944662608	0.8998811996739448				0.0					0.0	0.0	False						
NDUFA5P8	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-06	Multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NDUFAF6	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	1e-06	Psoriasis	0.0	0.0		0.0	False	-0.945316525950444	0.2213672032185506				0.0					0.0	0.0	False						
NDUFB9P2	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-07	Rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NEFHP2	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-14	Ankylosing spondylitis (PheCode 715.2)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NEGR1-IT1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	7e-06	Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NEK4P3	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	7e-07	Non(never)-lesional skin FLG expression levels in childhood atopic dermatitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NEK5	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-09	Inflammatory bowel disease	0.0	0.0		0.0	False	-1.0666873306308875	0.4194333468993527				0.0					0.0	0.0	False						
NEMF	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-09	Type 1 diabetes	0.0	0.0		0.0	False	-0.3044163008300753	0.0297052991656083				0.0					0.0	0.0	False						
NEMP2	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	1e-13	Systemic lupus erythematosus	0.0	0.0		0.0	False	-0.4611747424273682	0.3216746472002066				0.0					0.0	0.0	False						
NFIL3	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-09	Inflammatory bowel disease	0.0	0.0		0.0	False	0.2054233860970598	0.5664056938147419				0.0					0.0	0.0	False						
NFILZ	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	8e-49	Atopic dermatitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NGRN	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	1e-12	Multiple sclerosis	0.0	0.0		0.0	False	0.1337483337910914	0.4831328807459927				0.0					0.0	0.0	False						
NGRNP1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	6e-06	Anti-thyroid peroxidase (TPOAb) levels in Hashimoto's thyroiditis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NGRNP3	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-08	Multiple sclerosis (MTAG)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NIBAN1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	1e-07	Thyroid volume in Hashimoto’s thyroiditis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NIN	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-07	Lupus nephritis in systemic lupus erythematosus	0.0	0.0		0.0	False	0.079605542363538	0.6899229746151377				0.0					0.0	0.0	False						
NIP7P1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-07	Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NIPA2P5	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-06	Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NKAIN2	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	5e-07	Celiac disease	0.0	0.0		0.0	False	0.1459157680322858	0.8993021428533917				0.0					0.0	0.0	False						
NKD1-AS1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-06	Inflammatory bowel disease (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NKX2	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-07	Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NKX2-2	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	5e-06	Lupus nephritis in systemic lupus erythematosus	0.0	0.0		0.0	False	0.6132939658873494	0.4425772658928664				0.0					0.0	0.0	False						
NKX2-4	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	5e-06	Lupus nephritis in systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NKX3	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-07	Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NLRP11	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-06	Multiple sclerosis (severity)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NLRP7	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	7e-11	Inflammatory bowel disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NMRAL2P	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	3e-06	Osteonecrosis (time to event) in systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NOG	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-06	Celiac disease	0.0	0.0		0.0	False	1.1547019180821012	0.3451111284541404				0.0					0.0	0.0	False						
NPIPL1	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	2e-06	Crohn's disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NPM1P17	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	8e-09	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NPPA	2.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	1	4e-09	Psoriasis	0.0	0.0		0.0	False	-1.8997626172055424	0.0682399811019193				0.0					0.0	0.0	False						
