gene	comparator	region	region_class	nominal_PP.H4	nominal_PP.H3	min_sensitivity_PP.H4	median_sensitivity_PP.H4	max_sensitivity_PP.H4	top_shared_snp	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_qtl_h4	max_qtl_h4	qtl_direction_proxy_values	same_gene_cellstate_score	same_gene_cellstate_gate	positive_c15_contexts	best_c15_context	chembl_target_id	druggable_activity_count	manual_blocker	landscape_score
C6orf48	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0					0.0		4.676856400016776e-05
CDSN	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0	False				0.0		4.676856400016776e-05
CSNK2B-LY6G5B-1181	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0					0.0		4.676856400016776e-05
DDX39B	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0	False				0.0		4.676856400016776e-05
DPCR1	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0					0.0		4.676856400016776e-05
EHMT2	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0	False				0.0		4.676856400016776e-05
GTF2H4	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0	False				0.0		4.676856400016776e-05
HSPA1L	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0	False				0.0		4.676856400016776e-05
LY6G6D	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0					0.0		4.676856400016776e-05
LY6G6E	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0					0.0		4.676856400016776e-05
LY6G6F	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0					0.0		4.676856400016776e-05
MCCD1	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0					0.0		4.676856400016776e-05
MEGT1	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.0					0.0		4.676856400016776e-05
AL645922.1	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0					0.0		5.003642893496398e-06
APOM	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0	False				0.0		5.003642893496398e-06
ATP6V1G2	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0	False				0.0		5.003642893496398e-06
ATP6V1G2-DDX39B	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0					0.0		5.003642893496398e-06
C4A	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0	False				0.0		5.003642893496398e-06
C6orf15	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0					0.0		5.003642893496398e-06
C6orf25	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0					0.0		5.003642893496398e-06
C6orf47	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0					0.0		5.003642893496398e-06
C6orf48	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0					0.0		5.003642893496398e-06
CDSN	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0	False				0.0		5.003642893496398e-06
CSNK2B-LY6G5B-1181	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0					0.0		5.003642893496398e-06
CYP21A2	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0	False				0.0		5.003642893496398e-06
DDX39B	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0	False				0.0		5.003642893496398e-06
DPCR1	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0					0.0		5.003642893496398e-06
EHMT2	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0	False				0.0		5.003642893496398e-06
GTF2H4	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0	False				0.0		5.003642893496398e-06
HSPA1L	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.0	False				0.0		5.003642893496398e-06
GGT2	Crohn	22:21440189-22705353	stable_H3_or_distinct	6.391173589680885e-07	0.9999547941564811	5.394348818006024e-08	6.391173589680885e-07	1.5447338404192326e-05	rs9610458	0.0		0.0					0.0	False				0.0		3.5151454743244865e-06
POM121L7	Crohn	22:21440189-22705353	stable_H3_or_distinct	6.391173589680885e-07	0.9999547941564811	5.394348818006024e-08	6.391173589680885e-07	1.5447338404192326e-05	rs9610458	0.0		0.0					0.0					0.0		3.5151454743244865e-06
PPM1F	Crohn	22:21440189-22705353	stable_H3_or_distinct	6.391173589680885e-07	0.9999547941564811	5.394348818006024e-08	6.391173589680885e-07	1.5447338404192326e-05	rs9610458	0.0		0.0					0.0	False				0.0		3.5151454743244865e-06
RIMBP3B	Crohn	22:21440189-22705353	stable_H3_or_distinct	6.391173589680885e-07	0.9999547941564811	5.394348818006024e-08	6.391173589680885e-07	1.5447338404192326e-05	rs9610458	0.0		0.0					0.0					0.0		3.5151454743244865e-06
TOP3B	Crohn	22:21440189-22705353	stable_H3_or_distinct	6.391173589680885e-07	0.9999547941564811	5.394348818006024e-08	6.391173589680885e-07	1.5447338404192326e-05	rs9610458	0.0		0.0					0.0	False				0.0		3.5151454743244865e-06
VPREB1	Crohn	22:21440189-22705353	stable_H3_or_distinct	6.391173589680885e-07	0.9999547941564811	5.394348818006024e-08	6.391173589680885e-07	1.5447338404192326e-05	rs9610458	0.0		0.0					0.0					0.0		3.5151454743244865e-06
AL645922.1	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0					0.0		7.128302828419753e-07
APOM	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0	False				0.0		7.128302828419753e-07
ATP6V1G2	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0	False				0.0		7.128302828419753e-07
ATP6V1G2-DDX39B	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0					0.0		7.128302828419753e-07
BTNL2	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0					0.0		7.128302828419753e-07
C4A	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0	False				0.0		7.128302828419753e-07
C6orf10	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0					0.0		7.128302828419753e-07
C6orf25	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0					0.0		7.128302828419753e-07
C6orf47	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0					0.0		7.128302828419753e-07
C6orf48	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0					0.0		7.128302828419753e-07
CSNK2B-LY6G5B-1181	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0					0.0		7.128302828419753e-07
CYP21A2	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0	False				0.0		7.128302828419753e-07
DDX39B	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0	False				0.0		7.128302828419753e-07
EHMT2	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0	False				0.0		7.128302828419753e-07
FKBPL	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.0	False				0.0		7.128302828419753e-07
AL645922.1	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
APOM	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
ATP6V1G2	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
ATP6V1G2-DDX39B	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
C4A	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
C6orf15	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
C6orf25	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
C6orf47	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
C6orf48	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
CDSN	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
CSNK2B-LY6G5B-1181	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
CYP21A2	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
DDX39B	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
EHMT2	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
HSPA1L	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
AL645922.1	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
APOM	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
ATP6V1G2	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
ATP6V1G2-DDX39B	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
C4A	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
C6orf15	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
C6orf25	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
C6orf47	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
C6orf48	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
CDSN	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
CSNK2B-LY6G5B-1181	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501614638339e-07
CYP21A2	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
DDX39B	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
EHMT2	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
FKBPL	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
HSPA1L	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501614638339e-07
AL645922.1	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
APOM	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
ATP6V1G2	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
ATP6V1G2-DDX39B	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
C4A	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
C6orf15	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
C6orf25	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
C6orf47	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
C6orf48	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
CDSN	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
CSNK2B-LY6G5B-1181	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
CYP21A2	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
DDX39B	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
DPCR1	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
EHMT2	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
GTF2H4	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
HSPA1L	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
AL645922.1	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
APOM	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
ATP6V1G2	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
ATP6V1G2-DDX39B	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
C4A	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
C6orf15	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
C6orf25	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
C6orf47	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
C6orf48	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
CDSN	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
CSNK2B-LY6G5B-1181	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
CYP21A2	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
DDX39B	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
