gene	sources_present	manual_route	manual_blocker	closure_text	wave81_call	wave81_score	direct_perturbation	direct_perturbation_detail	foundation_model_support_w81	foundation_model_detail_w81	model_support_contexts_w57	model_strong_contexts_w57	wave57_call	best_model_context	best_model_z	best_model_projection	reachability_score	intervention_class	chembl_activity_count	chembl_target_id	manual_prior_blocked	cross_autoimmune_score_w83	genetic_breadth_disease_count	genetic_breadth_diseases	qtl_breadth_disease_count	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	ms_genetic_score	ms_expr_delta	ms_expr_p	positive_disease_count	positive_diseases	negative_disease_count	retained_residual_disease_count	strict_residual_disease_count	response_nonresponse_high_context_count	response_nominal_or_trend_context_count	ibd_response_fdr10	efferocytosis_screen_call	efferocytosis_contrast_lfc	efferocytosis_contrast_fdr	wave91_call	wave83_call	wave62_call	has_direct_perturbation	has_foundation_support	has_nonexpression_anchor	ms_anchor	cross_disease_anchor	direction_or_response_support	reachable_modality	prior_or_safety_blocked	wrong_direction_or_undruggable	expression_only	wave103_score	wave103_gate_count	wave103_missing_gates	wave103_call	wave103_call_priority
PPT2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.4376260684193918	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PPTC7	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0245743168831987	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PPWD1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0128937754877925	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PPY	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1463682335571827	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PQBP1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2843728830006445	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PQLC1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.9975325886129254	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PQLC2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.156187959904372	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PQLC3	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3350166208600809	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRADC1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2183512468535916	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAF2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1300707389105124	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAM1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.197653745217853	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAME	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1990195608805131	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAMEF12	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0893781877754805	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAMEF17	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0403898543218151	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAMEF25	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.187226765442211	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAMEF6	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.945832984086532	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAMEF8	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3820299847865951	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAMEL1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2291147796046951	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAMEL3	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0904710768131612	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAMEL5	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1372390269285992	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAMEL6	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3542206118292089	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAMEL7	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.265037167896791	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRAP1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1088840685571337	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRB1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.523366249533706	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRC1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	1.2470778874423265	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRCC	wave37;wave62			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	1.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.6692458777650615	0.9965506589785832			NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRCP	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.4152142047691687	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM10	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-1.5960799738237754	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM11	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1836861541938221	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM12	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1222213060942726	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM13	wave37;wave62			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0689422348321262	0.920009505703422			NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM14	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1482825530880548	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM15	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1772341677177275	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM16	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.2564012793180414	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.2180606686244756	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM4	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1764345124371608	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM5	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2122843048062893	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM6	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2636351520155212	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM8	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0897555571410152	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDM9	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1312003082929923	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDX1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3114667721744897	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDX2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.5355364307955433	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDX3	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.4562111229657669	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDX4	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1289414662855774	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDX5	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1828787797277015	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDX6	wave37;wave62			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	1.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0489981153413705	0.9971256078463696			NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRDX6B	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0645647832103161	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PREB	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0165687538185057	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRELID1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.7397325247797443	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRELID2	wave37;wave62			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.310199164127137	0.9965506589785832			NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRELP	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3223073316768332	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PREP	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.4663130091978948	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PREPL	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.4685402453296691	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PREX1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.9763972906966608	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PREX2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-1.369210396907028	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
