gene	approved_name	wave104_call	wave104_call_priority	wave104_score	wave104_missing_gates	route_hypothesis	manual_route_blocker	prior_or_safety	gate_ms_genetic	gate_cross_autoimmune_genetics	gate_lipid_state_or_recurrence	gate_directional_or_perturbation	gate_reachable_modality	ms_max_l2g_score	ms_max_relevant_qtl_h4	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	relevant_qtl_coloc_disease_count	strong_qtl_coloc_diseases	genetic_disease_count_union	genetic_diseases_union	local_positive_disease_count	local_positive_diseases	in_lipid_lysosomal_myeloid_neighborhood	residual_retained_disease_count	strict_residual_disease_count	response_nonresponse_high_context_count	response_nominal_or_trend_context_count	direct_perturbation	direct_perturbation_detail	foundation_support	model_support_contexts_w57	model_strong_contexts_w57	best_model_context	efferocytosis_screen_call	efferocytosis_contrast_lfc	efferocytosis_contrast_fdr	reachability_score	intervention_class	chembl_activity_count	chembl_target_id	wave62_score	wave62_call	wave83_call	wave91_call	wave103_call	closure_text
WBP2	WW domain binding protein 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.6499999999999999	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		1	1	Psoriasis	1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.6288069719184345	0.920009505703422	0.0		0		1.4653732823449204	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
WDR37	WD repeat domain 37	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.6499999999999999	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	SLE	0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2252058463508927	0.9971256078463696	0.0		0		0.7734584808349609	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
WDR38	WD repeat domain 38	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.6499999999999999	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Celiac	0	0		1	Celiac	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.053253373966391	1.0	0.0		0		0.654663622379303	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
WDR72	WD repeat domain 72	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.6499999999999999	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	RA	0	0		1	RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1423014281709851	0.9971256078463696	0.0		0		1.2722521424293518	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ZBTB10	zinc finger and BTB domain containing 10	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.6499999999999999	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Psoriasis	0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0710606778594347	1.0	0.0		0		1.1670557856559751	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ZNF254	zinc finger protein 254	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.6499999999999999	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Sjogren	0	0		1	Sjogren	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.8167944550514221	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ZNF438	zinc finger protein 438	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.6499999999999999	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	RA	0	0		1	RA	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		1.2326717972755432	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ZNF729	zinc finger protein 729	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.6499999999999999	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Celiac	0	0		1	Celiac	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.7371774911880493	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
GATD3	glutamine amidotransferase class 1 domain containing 3	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.75	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		0		1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0					1.0	intracellular_other	0	CHEMBL5169114	0.5947015956044197	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
CIITA	class II major histocompatibility complex transactivator	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.9500000000000002	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality;prior_or_safety			True	False	False	False	False	False	0.0	0.0	1	Celiac	1	1	Celiac	3	Celiac;Crohn;RA	2	Crohn disease;type 1 diabetes mellitus	False	0	0	1	0	False		False	0.0	0.0		UNRESOLVED	-0.2496525146121451	0.920009505703422	0.0	intracellular_other	0		0.8631280672216812	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_RESPONSE_SIGNAL_NOT_SHARED_ACROSS_DISEASES	NO_GO_EXPRESSION_OR_CLASS_ONLY	direct_antigen_presentation_host_defense |  | weak_reachability;no_strong_ms_anchor;manual_or_prior_blocker |  | weak_reachability;no_strong_ms_anchor;manual_or_prior_blocker |  | insufficient_independent_convergence_after_guardrails | UNSPECIFIED_ROUTE_NOT_AUDITED | direct_antigen_presentation_host_defense |  | 
LGALS9	galectin 9	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.0499999999999998	ms_genetic_anchor;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality;prior_or_safety			True	False	True	False	False	False	0.0	0.0	0		3	3	Crohn;Psoriasis;SLE	3	Crohn;Psoriasis;SLE	2	type 1 diabetes mellitus;ulcerative colitis	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0960813377148148	0.9971256078463696	0.0	intracellular_other	0		1.6674013279496256	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_PRIOR_OR_SAFETY_BLOCKED	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  |  |  |  |  | 
IFNGR1	interferon gamma receptor 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.0499999999999998	ms_genetic_anchor;cross_autoimmune_genetics;directional_or_perturbation_support;prior_or_safety			True	False	False	True	False	True	0.0654350370168685	0.0	0		0	0		0		3	Crohn disease;psoriasis;ulcerative colitis	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.017604257844289	1.0	2.0	intracellular_other	0		1.5654350370168686	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  |  |  |  |  | 
ADCY2	adenylate cyclase 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	AITD	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.2784150461006859	1.0	0.0		0		0.1329324096441269	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ARMC1	armadillo repeat containing 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	T1D	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.3335466086864471	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ATP6V1G3	ATPase H+ transporting V1 subunit G3	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.5421573630834946	0.9971256078463696	0.0		0		0.9711475670337676	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ATXN1	ataxin 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0829131751073659	0.9971256078463696	0.0		0		0.9192123115062714	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ATXN7L3B	ataxin 7 like 3B	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.5230097025008038	0.920009505703422	0.0		0		0.4680444896221161	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
BBS12	Bardet-Biedl syndrome 12	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.306403635226989	0.920009505703422	0.0		0		0.057456187903881	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
BBS7	Bardet-Biedl syndrome 7	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.5484150648036427	0.9965506589785832	0.0		0		0.5562264658510685	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
BRD7	bromodomain containing 7	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	AITD	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.2077602446874035	0.9971256078463696	0.0		0		0.6003387793898582	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
BTBD16	BTB domain containing 16	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2988973712706803	0.9971256078463696	0.0		0		0.4313060641288757	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
C1ORF52	chromosome 1 open reading frame 52	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0737376064062118	0.0	0		0	0		1	RA	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.5737376064062119	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
C8ORF48	chromosome 8 open reading frame 48	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	AS	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.0871909707784652	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CCDC179	coiled-coil domain containing 179	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Sjogren	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.9822447001934052	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CCDC198	coiled-coil domain containing 198	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.4280782639980316	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CCKAR	cholecystokinin A receptor	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	AS	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.282127592523558	0.9971256078463696	0.0		0		0.0588533096015453	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CCL11	C-C motif chemokine ligand 11	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1297125105372339	1.0	0.0		0		0.95148304104805	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CEMIP2	cell migration inducing hyaluronidase 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	RA	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.0579946897923946	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CIMIP5	ciliary microtubule inner protein 5	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Celiac	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.4388916492462158	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CLVS1	clavesin 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.3983227711356516	0.920009505703422	0.0		0		0.1159809604287147	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CNOT4	CCR4-NOT transcription complex subunit 4	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.5548095264481373	0.920009505703422	0.0		0		0.0630516037344932	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
COXFA4	cytochrome c oxidase associated subunit FA4	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	T1D	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.4020777642726898	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CPHXL2	cytoplasmic polyadenylated homeobox like 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	T1D	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.4273199141025543	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CPNE5	copine 5	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0736514238779655	0.920009505703422	0.0		0		0.6897030919790268	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CRB1	crumbs cell polarity complex component 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Crohn	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.759105612841749	0.9971256078463696	0.0		0		0.7457322180271149	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CYLD	CYLD lysine 63 deubiquitinase	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Crohn	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2913064815398618	0.9965506589785832	0.0		0		0.7239933609962463	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ENKUR	enkurin, TRPC channel interacting protein	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.4105391210504209	0.9965506589785832	0.0		0		0.4351235628128052	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ENSG00000284779	novel protein	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	T1D	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.0847171768546104	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ENSG00000293569	novel protein	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	PBC	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.161464512348175	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ETV1	ETS variant transcription factor 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2773844600585834	0.920009505703422	0.0		0		0.3919884860515594	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
FNDC1	fibronectin type III domain containing 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1040892161462465	1.0	0.0		0		0.8057599365711212	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
FOXI2	forkhead box I2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0981518378761542	0.9971256078463696	0.0		0		0.2820503115653991	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
FSIP2	fibrous sheath interacting protein 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	AS	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.0755043178796768	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
GCG	glucagon	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.8104726076126099	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
GGTLC1	gamma-glutamyltransferase light chain 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Sjogren	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.4951480329036712	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
GPALPP1	GPALPP motifs containing 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.3337519957197332	0.9971256078463696	0.0		0		0.078737623989582	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
