gene	selection_reasons	discovery_priority_score_resid	broad_positive_disease_count	broad_negative_disease_count	broad_ms_positive_nominal	ms_wm_delta_log2_resid	ms_wm_p_resid	in_lipid_lysosomal_myeloid_neighborhood_resid	raw_positive_analysis_count	raw_positive_disease_count	raw_negative_analysis_count	retained_positive_analysis_count	retained_positive_disease_count	non_ibd_retained_positive_analysis_count	non_ibd_retained_positive_disease_count	strict_core_covariate_surviving_analysis_count	strict_core_covariate_surviving_disease_count	strict_core_covariate_surviving_analyses	raw_positive_analyses	top_retained_tests	residual_gate_priority_score	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood_broad	ms_wm_delta_log2_broad	ms_wm_hedges_g	ms_wm_p_broad	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score_broad	ot_n_diseases_score_ge_0_5	ot_diseases_score_ge_0_5	target_level_genetics_dod_call	audit_priority_call	wave21_residual_modality_score	chembl_target_chembl_id	chembl_pref_name	chembl_target_type	chembl_organism	chembl_nM_activity_count	chembl_search_url	uniprot_accession	uniprot_protein	uniprot_function_excerpt	uniprot_location	uniprot_url	wave21_call	wave21_failures	wave21_modality_read	wave21_manual_class	wave21_direction	wave21_prior_flag	prior_exclusion_reason
ARPC5	top_rank	18.2792045203122	3.0	0.0	False	0.1591591141179691	0.2177922488849154	False	4	3	0	4	3	1	1	0	0		ibd_crohn_myeloid:0.468,p=3.7e-05;ibd_uc_myeloid:0.607,p=0.0015;psoriasis_skin_stromal:0.358,p=0.032;ibd_uc_stromal:0.282,p=0.042	ibd_crohn_myeloid|hla_ii_apc:0.427,p=8.2e-05;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.458,p=8.7e-05;ibd_crohn_myeloid|complement_effector:0.383,p=0.00022;ibd_crohn_myeloid|lipid_loader_repair:0.383,p=0.00031;ibd_crohn_myeloid|complement_phagocytosis:0.433,p=0.0004;ibd_crohn_myeloid|mif_cd74_receptor_state:0.336,p=0.0016;ibd_crohn_myeloid|lysosomal_apc:0.3,p=0.0023;ibd_crohn_myeloid|core_lysosomal_lipid:0.3,p=0.0027	5	17.0	5.0	0.0	2.0	0.0	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		0.0002502957948348	0.0562414946921853	0.91199588320986	2.7685371300054715			ibd_uc_myeloid:0.912,p=0.00025;ibd_crohn_myeloid:0.799,p=0.00047;ibd_uc_stromal:0.539,p=0.0054;psoriasis_skin_stromal:0.735,p=0.018;ibd_crohn_stromal:0.396,p=0.035	False	0.1591591141179691	0.534627675798122	0.2177922488849154	0.8993702893651148							5.58409040624394	2.04204520312197	3.54204520312197	1.0	0.0	MS			False	False	0.0	18.2792045203122					3.75	CHEMBL4295658	Actin-related protein 2/3 complex subunit 5	SINGLE PROTEIN	Homo sapiens	4	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=ARPC5&limit=10	O15511	Actin-related protein 2/3 complex subunit 5	Component of the Arp2/3 complex, a multiprotein complex that mediates actin polymerization upon stimulation by nucleation-promoting factor (NPF) (PubMed:9230079). The Arp2/3 complex mediates the formation of branched actin networks in the cytoplasm, providing the force for cell motility (PubMed:9230079). In addition to its role in the cytoplasmic cytoskeleton, the Arp2/3 complex also promotes actin polymerization in the nucleus, thereby regulating gene transcription and repair of damaged DNA (PubMed:29925947). The Arp2/3 complex promotes homologous recombination (HR) repair in response to DNA damage by promoting nuclear actin polymerization, leading to drive motility of double-strand breaks (DSBs) (PubMed:29925947)	Cytoplasm, cytoskeleton;Cell projection;Nucleus	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AARPC5%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases;weak_external_modality	none_detected				
TTYH3	top_rank	18.211642479360226	3.0	0.0	False	0.3792362363776007	0.1845335127721597	False	4	3	0	4	3	1	1	0	0		ibd_uc_epithelial:0.294,p=0.0021;ibd_crohn_epithelial:0.249,p=0.0027;psoriasis_skin_stromal:0.321,p=0.0067;ibd_uc_stromal:0.478,p=0.01	ibd_uc_epithelial|lysosomal_apc:0.282,p=0.00036;ibd_uc_epithelial|complement_phagocytosis:0.286,p=0.0011;ibd_uc_stromal|lysosomal_apc:0.527,p=0.0012;ibd_crohn_epithelial|lysosomal_apc:0.2,p=0.002;ibd_uc_stromal|hla_ii_apc:0.433,p=0.0021;ibd_uc_epithelial|lipid_loader_repair:0.291,p=0.0026;psoriasis_skin_stromal|lipid_loader_repair:0.325,p=0.0027;psoriasis_skin_stromal|inflammatory_nfkb:0.322,p=0.0031	5	17.0	5.0	0.0	2.0	0.0	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		5.721484198175509e-05	0.0185970673633638	2.068088033664196	2.4026347479358625			ibd_uc_epithelial:2.07,p=5.7e-05;ibd_crohn_epithelial:1.52,p=0.001;ibd_uc_stromal:1.76,p=0.0025;psoriasis_skin_stromal:0.797,p=0.033;ibd_crohn_stromal:1.35,p=0.043	False	0.3792362363776007	0.5887946841863607	0.1845335127721597	0.8993702893651148							4.232849587204522	1.366424793602261	2.866424793602261	0.0	0.0				False	False	0.0	18.211642479360226					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=TTYH3&limit=10	Q9C0H2	Protein tweety homolog 3	Calcium-independent, swelling-dependent volume-regulated anion channel (VRAC-swell) which plays a pivotal role in the process of regulatory volume decrease (RVD) in the brain through the efflux of anions like chloride and organic osmolytes like glutamate (By similarity). Probable large-conductance Ca(2+)-activated chloride channel (PubMed:15010458)	Cell membrane	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ATTYH3%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
RAB10	top_rank	18.065708832000272	3.0	0.0	False	0.0127326088185011	0.9341460586882564	False	4	3	0	4	3	1	1	0	0		ibd_crohn_epithelial:0.299,p=0.0014;ibd_crohn_myeloid:0.362,p=0.003;ibd_uc_myeloid:0.296,p=0.016;t1d_acinar_cell:0.465,p=0.021	ibd_crohn_epithelial|lysosomal_apc:0.238,p=0.00092;ibd_crohn_myeloid|hla_ii_apc:0.333,p=0.0035;ibd_crohn_epithelial|complement_phagocytosis:0.264,p=0.0037;ibd_crohn_myeloid|complement_effector:0.297,p=0.0044;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.326,p=0.0047;ibd_crohn_myeloid|lipid_loader_repair:0.339,p=0.0068;t1d_acinar_cell|complement_phagocytosis:0.348,p=0.0085;ibd_crohn_myeloid|complement_phagocytosis:0.299,p=0.0092	5	17.0	7.0	0.0	1.0	0.0	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		2.3398942454120247e-05	0.0326479535548552	0.9643499546714152	1.4436897126581325			ibd_crohn_epithelial:0.694,p=2.3e-05;ibd_crohn_myeloid:0.809,p=0.0034;t1d_acinar_cell:0.932,p=0.0047;t1d_stellate_cell:0.946,p=0.0059;t1d_endothelial_cell:0.964,p=0.017;ibd_crohn_stromal:0.688,p=0.042;ibd_uc_myeloid:0.491,p=0.047	False	0.0127326088185011	0.0352321911667299	0.9341460586882564	0.9923969125568332							1.3141766400054196	-0.1858233599945804	1.5	1.0	1.0	MS	MS		False	False	0.0	18.065708832000272					3.75	CHEMBL4105971	Ras-related protein Rab-10	SINGLE PROTEIN	Homo sapiens	240	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=RAB10&limit=10	P61026	Ras-related protein Rab-10	(Microbial infection) Upon Legionella pneumophila infection promotes endoplasmic reticulum recruitment and bacterial replication. Plays a role in remodeling the Legionella-containing vacuole (LCV) into an endoplasmic reticulum-like vacuole	Cytoplasmic vesicle membrane;Golgi apparatus membrane;Golgi apparatus, trans-Golgi network membrane;Endosome membrane;Recycling endosome membrane;Cytoplasmic vesicle, phagosome membrane;Cytoplasm, cytoskeleton, cilium basal body;Endoplasmic reticulum membrane;Cytoplasm, perinuclear region;Lysosome	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ARAB10%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
S100A8	top_rank	18.0	3.0	0.0	False	-2.8735647302284484	0.0618526869677346	False	3	3	0	3	3	1	1	0	0		ibd_uc_myeloid:11.1,p=0.0056;psoriasis_keratinocyte:8.09,p=0.016;ibd_crohn_myeloid:8.65,p=0.035	ibd_crohn_myeloid|hla_ii_apc:9.77,p=0.0016;ibd_uc_myeloid|hla_ii_apc:9.64,p=0.012;ibd_uc_myeloid|c1q_phagocytic_myeloid:7.94,p=0.013;psoriasis_keratinocyte|inflammatory_nfkb:7.11,p=0.015;ibd_uc_myeloid|lipid_loader_repair:7.07,p=0.015;ibd_crohn_myeloid|mif_cd74_receptor_state:9.3,p=0.019;ibd_crohn_myeloid|complement_effector:9.09,p=0.023;ibd_crohn_myeloid|core_lysosomal_lipid:7.47,p=0.027	5	14.0	5.0	0.0	2.0	0.0	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		6.730369660747371e-07	0.0045941503304261	8.358052993511949	4.404512501056526			ibd_uc_myeloid:8.24,p=6.7e-07;ibd_crohn_myeloid:7.45,p=2.8e-05;psoriasis_keratinocyte:8.36,p=3.4e-05;psoriasis_skin_stromal:6.6,p=0.0061;psoriasis_skin_apc:5.11,p=0.024	False	-2.8735647302284484	-0.8347954684970469	0.0618526869677346	0.8989378106274888															False	False	0.0	18.0					3.75	CHEMBL5725128	Protein S100-A8	SINGLE PROTEIN	Homo sapiens	1	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=S100A8&limit=10	P05109	Protein S100-A8	(Microbial infection) Upon infection by human coronavirus SARS-CoV-2, may induce expansion of aberrant immature neutrophils in a TLR4-dependent manner	Secreted;Cytoplasm;Cytoplasm, cytoskeleton;Cell membrane	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AS100A8%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
GBP4	top_rank	17.0	3.0	0.0	False	0.405019017634137	0.0775354784129323	False	3	3	0	3	3	1	1	0	0		psoriasis_skin_apc:0.335,p=0.0014;ibd_uc_myeloid:0.468,p=0.0071;ibd_crohn_myeloid:0.958,p=0.011	ibd_crohn_myeloid|hla_ii_apc:0.811,p=0.0025;psoriasis_skin_apc|c1q_phagocytic_myeloid:0.334,p=0.0034;psoriasis_skin_apc|complement_phagocytosis:0.335,p=0.0035;psoriasis_skin_apc|lipid_loader_repair:0.317,p=0.0086;ibd_crohn_myeloid|complement_effector:0.765,p=0.01;psoriasis_skin_apc|hif_nampt_metabolic:0.319,p=0.012;ibd_crohn_myeloid|lipid_loader_repair:0.914,p=0.015;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.916,p=0.015	5	17.0	4.0	0.0	1.0	0.0	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		0.0007084331029538	0.0846139839030096	2.3425820103509474	2.1425626238535465			ibd_uc_myeloid:1.5,p=0.00071;ibd_uc_epithelial:2.34,p=0.0097;ibd_crohn_myeloid:2.11,p=0.034;psoriasis_skin_apc:1.18,p=0.049	False	0.405019017634137	0.8082687606978536	0.0775354784129323	0.8989378106274888															False	True	0.0	17.0					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=GBP4&limit=10	Q96PP9	Guanylate-binding protein 4	Interferon (IFN)-inducible GTPase that plays important roles in innate immunity against a diverse range of bacterial, viral and protozoan pathogens (By similarity). Negatively regulates the antiviral response by inhibiting activation of IRF7 transcription factor (By similarity)	Golgi apparatus membrane;Cytoplasm;Nucleus;Cytoplasm, perinuclear region	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AGBP4%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
CSGALNACT1	top_rank	17.0	3.0	0.0	False	-0.3755440485743797	0.1745940191208913	False	4	3	0	4	3	1	1	0	0		ibd_crohn_myeloid:0.405,p=0.003;ibd_uc_myeloid:0.585,p=0.0065;psoriasis_skin_stromal:0.366,p=0.025;ibd_crohn_stromal:0.681,p=0.044	ibd_crohn_myeloid|hla_ii_apc:0.389,p=0.0041;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.354,p=0.0043;psoriasis_skin_stromal|inflammatory_nfkb:0.371,p=0.0048;ibd_crohn_myeloid|complement_effector:0.359,p=0.0067;ibd_crohn_myeloid|lipid_loader_repair:0.354,p=0.0072;ibd_crohn_myeloid|complement_phagocytosis:0.317,p=0.009;psoriasis_skin_stromal|hif_nampt_metabolic:0.344,p=0.011;ibd_crohn_myeloid|mif_cd74_receptor_state:0.335,p=0.012	5	17.0	4.0	0.0	2.0	0.0	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0006356991555146	0.0846139839030096	2.970756712220607	2.195877647237904			ibd_crohn_myeloid:2.97,p=0.00064;ibd_uc_myeloid:2.93,p=0.00075;ibd_uc_stromal:2.91,p=0.0088;t1d_ductal_cell:1.53,p=0.012	False	-0.3755440485743797	-0.5895245940879336	0.1745940191208913	0.8993702893651148															False	False	0.0	17.0					3.75	CHEMBL2040705	Chondroitin sulfate N-acetylgalactosaminyltransferase 1	SINGLE PROTEIN	Homo sapiens	33	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=CSGALNACT1&limit=10	Q8TDX6	Chondroitin sulfate N-acetylgalactosaminyltransferase 1	Transfers 1,4-N-acetylgalactosamine (GalNAc) from UDP-GalNAc to the non-reducing end of glucuronic acid (GlcUA). Required for addition of the first GalNAc to the core tetrasaccharide linker and for elongation of chondroitin chains. Important role in chondroitin chain biosynthesis in cartilage formation and subsequent endochondral ossification (PubMed:11788602, PubMed:12163485, PubMed:12446672, PubMed:17145758, PubMed:31705726). Moreover, is involved in the metabolism of aggrecan (By similarity)	Golgi apparatus, Golgi stack membrane	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ACSGALNACT1%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
RAB24	top_rank	17.106129904130274	3.0	0.0	False	-0.4718470923170326	0.2316258965705408	False	3	3	0	3	3	1	1	0	0		ibd_crohn_myeloid:0.574,p=0.018;t1d_acinar_cell:0.299,p=0.031;ibd_uc_myeloid:0.307,p=0.043	ibd_crohn_myeloid|lipid_loader_repair:0.596,p=0.013;ibd_crohn_myeloid|core_lysosomal_lipid:0.449,p=0.019;ibd_crohn_myeloid|hla_ii_apc:0.541,p=0.019;ibd_crohn_myeloid|complement_effector:0.514,p=0.024;ibd_uc_myeloid|hla_ii_apc:0.327,p=0.03;t1d_acinar_cell|ifn_apc:0.208,p=0.032;t1d_acinar_cell|complement_phagocytosis:0.254,p=0.034;t1d_acinar_cell|mif_cd74_receptor_state:0.279,p=0.035	5	17.0	6.0	0.0	1.0	0.0	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0001277531110044	0.0602010321592944	3.00347368718708	1.3319050818925844			ibd_crohn_myeloid:3,p=0.00013;t1d_ductal_cell:1.69,p=0.0038;t1d_acinar_cell:1.64,p=0.011;ibd_uc_myeloid:1.72,p=0.026;t1d_endothelial_cell:2.24,p=0.031;ibd_crohn_epithelial:0.935,p=0.048	False	-0.4718470923170326	-0.5211376840889437	0.2316258965705408	0.9004758652001262							2.122598082605503	0.3112990413027513	1.8112990413027512	0.0	0.0				False	False	0.0	17.106129904130274					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=RAB24&limit=10	Q969Q5	Ras-related protein Rab-24	The small GTPases Rab are key regulators of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. Rabs cycle between an inactive GDP-bound form and an active GTP-bound form that is able to recruit to membranes different sets of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion. RAB24 is an atypical RAB protein that presents low GTPase activity and thereby exists predominantly in the GTP-bound active state. RAB24 is required for the clearance of late autophagic vacuoles under basal conditions. It is not needed for starvation-induced autophagy. Involved in the modulation of meiotic apparatus assembly and meiotic progression during oocyte maturation, possibly through regulation of kinetochore-	Cytoplasm, cytosol;Membrane;Cytoplasmic vesicle, autophagosome membrane;Cytoplasm, perinuclear region;Cytoplasm, cytoskeleton, spindle	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ARAB24%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
LRG1	four_disease_low_contradiction;top_rank	19.094898906337537	4.0	0.0	False	0.2380702563143817	0.6702536111918803	False	3	3	0	3	3	1	1	0	0		ibd_crohn_myeloid:0.825,p=0.0052;ibd_uc_myeloid:1.18,p=0.009;t1d_ductal_cell:0.526,p=0.019	ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.729,p=0.0057;ibd_crohn_myeloid|hla_ii_apc:0.809,p=0.0068;ibd_crohn_myeloid|lipid_loader_repair:0.699,p=0.0072;ibd_crohn_myeloid|complement_phagocytosis:0.641,p=0.0096;ibd_crohn_myeloid|complement_effector:0.763,p=0.0097;ibd_crohn_myeloid|core_lysosomal_lipid:0.632,p=0.016;ibd_crohn_myeloid|mif_cd74_receptor_state:0.71,p=0.016;t1d_ductal_cell|complement_effector:0.215,p=0.019	5	16.0	7.0	0.0	0.0	0.0	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0025918012771778	0.1944023182111086	2.7962096324776127	1.854183224525053			t1d_ductal_cell:1.29,p=0.0026;ibd_uc_myeloid:2.8,p=0.0061;ibd_crohn_myeloid:2.47,p=0.0091;t1d_acinar_cell:1.05,p=0.011;psoriasis_keratinocyte:0.57,p=0.026;t1d_stellate_cell:2.36,p=0.029;ibd_crohn_epithelial:0.876,p=0.048	False	0.2380702563143817	0.1823833163257539	0.6702536111918803	0.9586149392782212							1.8979781267506757	0.1989890633753376	1.6989890633753375	0.0	0.0				False	False	0.0	19.094898906337537					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=LRG1&limit=10	P02750	Leucine-rich alpha-2-glycoprotein		Secreted	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ALRG1%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
SERPINB1	top_rank	17.005668863933597	3.0	0.0	False	0.025950166986302	0.8686302203659795	False	4	3	0	4	3	1	1	0	0		ibd_uc_myeloid:0.443,p=0.0085;ibd_uc_epithelial:0.461,p=0.009;ibd_crohn_epithelial:0.205,p=0.037;psoriasis_keratinocyte:0.606,p=0.04	ibd_uc_myeloid|hla_ii_apc:0.465,p=0.0036;ibd_uc_epithelial|complement_phagocytosis:0.459,p=0.0093;ibd_uc_epithelial|lysosomal_apc:0.452,p=0.0098;ibd_uc_epithelial|lipid_loader_repair:0.456,p=0.01;ibd_uc_epithelial|core_lysosomal_lipid:0.419,p=0.019;ibd_uc_myeloid|lipid_loader_repair:0.38,p=0.029;ibd_crohn_epithelial|complement_phagocytosis:0.207,p=0.033;ibd_uc_epithelial|c1q_phagocytic_myeloid:0.365,p=0.044	5	17.0	4.0	0.0	2.0	0.0	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		0.0002861054833516	0.0454649440731572	1.8784521649655908	2.914845873344611			ibd_uc_myeloid:1.43,p=0.00029;ibd_uc_epithelial:1.35,p=0.00043;ibd_crohn_myeloid:1.07,p=0.013;psoriasis_keratinocyte:1.88,p=0.037	False	0.025950166986302	0.0711246656903534	0.8686302203659795	0.9803928992331024							0.1133772786719198	-1.3866227213280802	1.5	0.0	1.0		MS		False	False	0.0	17.005668863933597					3.75	CHEMBL6066509	Leukocyte elastase inhibitor	SINGLE PROTEIN	Homo sapiens	2	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=SERPINB1&limit=10	P30740	Leukocyte elastase inhibitor	Neutrophil serine protease inhibitor that plays an essential role in the regulation of the innate immune response, inflammation and cellular homeostasis (PubMed:30692621). Acts primarily to protect the cell from proteases released in the cytoplasm during stress or infection. These proteases are important in killing microbes but when released from granules, these potent enzymes also destroy host proteins and contribute to mortality. Regulates the activity of the neutrophil proteases elastase, cathepsin G, proteinase-3, chymase, chymotrypsin, and kallikrein-3 (PubMed:11747453, PubMed:30692621). Also acts as a potent intracellular inhibitor of GZMH by directly blocking its proteolytic activity (PubMed:23269243). During inflammation, limits the activity of inflammatory caspases CASP1, CASP4 an	Secreted;Cytoplasm;Cytolytic granule;Early endosome	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ASERPINB1%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
SBNO2	four_disease_low_contradiction;top_rank	20.0	4.0	0.0	False	-0.3898123533746496	0.3337161519905203	False	5	3	0	4	3	1	1	0	0		ibd_crohn_epithelial:0.335,p=0.0016;ibd_uc_epithelial:0.396,p=0.0083;psoriasis_keratinocyte:0.666,p=0.016;ibd_crohn_myeloid:0.392,p=0.024;ibd_uc_myeloid:0.442,p=0.04	ibd_crohn_epithelial|lysosomal_apc:0.289,p=0.0015;ibd_crohn_epithelial|complement_phagocytosis:0.301,p=0.0022;ibd_uc_epithelial|lipid_loader_repair:0.402,p=0.0068;ibd_uc_epithelial|lysosomal_apc:0.391,p=0.0082;ibd_uc_epithelial|complement_phagocytosis:0.393,p=0.0088;ibd_uc_epithelial|core_lysosomal_lipid:0.388,p=0.0089;ibd_crohn_myeloid|hla_ii_apc:0.389,p=0.025;psoriasis_keratinocyte|inflammatory_nfkb:0.626,p=0.031	5	17.0	4.0	0.0	2.0	0.0	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0003986607409518	0.0687630571101208	1.5755740760243238	2.4945474400861594			ibd_crohn_epithelial:1.44,p=0.0004;ibd_uc_epithelial:1.58,p=0.0011;psoriasis_keratinocyte:1.21,p=0.018;t1d_stellate_cell:0.898,p=0.024	False	-0.3898123533746496	-0.4081820666187324	0.3337161519905203	0.9141270983319502															False	False	0.0	20.0					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=SBNO2&limit=10	Q9Y2G9	Protein strawberry notch homolog 2	Acts as a transcriptional coregulator, that can have both coactivator and corepressor functions. Inhibits the DCSTAMP-repressive activity of TAL1, hence enhancing the access of the transcription factor MITF to the DC-STAMP promoter in osteoclast. Plays a role in bone homeostasis; required as a positive regulator in TNFSF11//RANKL-mediated osteoclast fusion via a DCSTAMP-dependent pathway. May also be required in the regulation of osteoblast differentiation (By similarity). Involved in the transcriptional corepression of NF-kappaB in macrophages (PubMed:18025162). Plays a role as a regulator in the pro-inflammatory cascade (PubMed:18025162)		https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ASBNO2%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases;weak_external_modality	none_detected				
