gene	strict_call	fresh_score	support_channels	hard_closed_postcritique	strict_blocked	ms_nominal	ms_fdr_grade	broad_cell_state	genetics	response	perturbation_or_model	modality	broad_positive_disease_count	wave55_genetic_disease_count	blockers_or_missing	source_call	blocker_text
OLFR1209	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR121	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1211	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1212	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1213	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1214	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1215	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1216	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1217	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1218	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1219	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR122	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1220	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1221	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1222	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1223	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1225	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1226	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1228	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1229	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR123	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1230	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1231	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1232	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1233	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1234	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1238	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1239	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR124	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1240	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1241	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1242	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1243	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1245	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1246	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1247	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1248	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1249	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR125	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1250	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1251	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1252	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1253	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1254	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1255	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1256	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1257	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1258	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1259	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR126	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1260	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1261	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1262	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1263	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1264	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1265	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1269	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR127	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1270	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1271	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1273-PS	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1275	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1276	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1277	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1278	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1279	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR128	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1280	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1281	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1282	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1283	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1284	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1286	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1287	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1288	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1289	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1290	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1294	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1295	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1297	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1298	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1299	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR13	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR130	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1301	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1302	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1303	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1305	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1306	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1307	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1308	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1309	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR131	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1310	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1311	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1312	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1313	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1314	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1316	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1317	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1318	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR132	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1320	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1321	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1322	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1323	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1324	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1325	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1328	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1329	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR133	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1330	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1331	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1333	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1335	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1336	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1337	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1338	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1339	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR134	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1340	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1341	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1342	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1344	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OLFR1346	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
